,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,Proceeds from Issuance of Long Term Debt,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Dividends per Share,0.06090263427410396,0.04392084268460683,0.06805624447728265,0.021171885536711402,0.09481085571443533,0.04331201469403652,-0.015255014821109015,0.029151266794847513,0.10150602877253376,0.09314070374851069,0.06914648522732351,0.04090268449616869,0.040447708048144994,0.0812558207564922,0.11277478781191592,0.06166422700096217,0.052960572192052045,0.058348404516726765,0.05740546750961285,0.08544403212980693,0.06622441649705146,0.07813135442291694,0.05482872880201622,0.11410414300036928,0.056004445712023135,0.07947862300849372,0.03891352341287704,0.016619292116479424,0.05113526781028802,0.08929104646336365,0.07329314037469813,0.1324551666561884,0.06211491630550946,0.061811662754019406,0.05160401032643185,0.046829317694606486,0.04688346948849019,0.09453305020028498,0.09448117146244071,0.09442935243714157,0.04685333854441211,0.023177350570295626,0.04450304077195467,0.07460614730982211,0.0901515900883492,0.12005468932946513,0.04437835097927745,-0.0492762590241681,0.0684025391029038,0.02585573199667328,0.0478376628598902,0.04540235328012228,0.12932703841515086,0.10279171265580936,0.07878203144998534,0.08977956828637706,0.33868801015652467,0.23384062807374498,-0.0032311578119944575,0.021294295254592942,0.07571445062381077,0.05946609833611051,0.07052376583793281,0.012544450086058654
Book Value per Share,-0.050231136548700275,-0.05359991326802026,0.061163355383493004,-0.0170047335592724,0.07076239688605415,0.056041030407027126,0.038775390644865036,0.016908598246691654,0.055759703823645534,-0.04461959187784893,0.015485370344929077,-0.051632536668062876,-0.056734364023354196,-0.04929843172604867,-0.04608465260863217,0.00582183842372596,-0.008888868659844172,-0.0037874424125462626,0.006241773725948897,0.07225668886131631,0.056255310075825946,0.0030829425484396504,0.06344147601698931,0.009659984109783994,0.017631983642757497,0.04822860204833454,0.04448727770067256,0.004545393277088021,0.052376543218281224,0.05137079684554442,-0.02838907738703365,-0.0462079827114191,0.022479533211650148,0.010836859123470698,0.01256639101312301,0.007364535547635188,0.00842816163738692,0.044765150052373706,0.05690159908208731,0.06288383172281872,0.04648099682423086,0.03978025185947508,0.06170713771258403,0.05106609664729699,-0.039824130079055345,-0.046609242767228366,0.008267692724100852,0.06649216214677892,-0.04852434862034179,-0.017238867330197152,0.06971448141226996,0.04296000834010015,-0.04212461781471378,-0.045415144463636294,-0.04085212137661629,0.06229684787168194,-0.04131194639164307,0.0419127473299669,-0.022586062891385743,-0.03547144333550477,0.056396125995943826,0.013862348238029017,0.06580994953493402,-0.045452135064426885
Tangible Book per Share,-0.0492553294177287,-0.05408637939355499,0.06156144920862073,-0.017525455215154924,0.07510570141938354,0.05408471079516797,0.036561978915269015,0.039544579073584926,0.06373371245202923,-0.03992420109101037,0.008821628779094039,-0.051761725275828445,-0.05454790128380468,-0.05257890971361248,-0.04919356545355857,0.005838665129386294,-0.0012470046193623916,0.006908740707476029,0.00453345780036516,0.0734345489401327,0.06429726797022348,0.006366646761168701,0.061656113914457245,0.006913466749614341,0.033209085760558484,0.0562108424590835,0.06434898157337558,0.019317674947230516,0.041175702389290185,0.04890228005299732,-0.022897203144987492,-0.036953993283637576,0.03618544111401416,0.03558146854804195,0.018153213572348878,0.030826881022039995,0.02314372465028383,0.057163651784862025,0.06516297723447562,0.06552080595751913,0.06036687230276987,0.07627984746689981,0.03774859831819789,0.051376866764022276,-0.030055722349273273,-0.04011630307920443,0.005564184593881689,0.06271931281933675,-0.039358218556290604,-0.024447494230722948,0.07825411056978093,0.07247220942642961,-0.03973794208894789,-0.04108353276121779,-0.04175729873497143,0.06264631355626642,-0.03784100001099354,0.04802081552459197,-0.03484547919439543,-0.025616832030848753,0.057968871551023454,0.02018587787721658,0.05272009012757722,-0.042676504410286274
Total Debt per Share,-0.0315544074755113,-0.027601257291006195,0.051051334017653216,-0.01632178011427826,0.06364349725167744,0.030249899518467915,0.06946694009950823,0.0988772909365943,0.08349270774834748,-0.024176967211387318,0.021934443734324252,-0.032064729697429156,-0.03572126032486909,-0.03467312593612887,-0.026739601106682533,0.04798035881340218,0.02003646791492455,0.014000697831131313,0.021760147741844187,0.04903075911871033,0.10002571857226372,0.015886237534017446,0.04258795124751522,0.021175125318315904,0.00848185475802609,0.035881345156407084,0.016827338967819412,0.007453205612817533,0.04734519882061769,0.07462760238535618,-0.01735724694915712,-0.00197262612847032,0.03129831607852443,0.031136760575009897,0.08299947847386406,0.029246504018589373,0.0041490529566444775,0.039127184807801973,0.05066991144398777,0.06639894828197525,0.04887243533437238,0.06979165335592996,0.056959026924627176,0.04521984683355796,-0.022236780240230333,-0.022019673828303138,0.030865715024236687,0.07646781326897051,-0.026640546614949166,-0.011768705560658635,0.08599681098859192,0.06383938396052603,0.056480806346921375,0.04837770747409061,0.04095376824147393,0.06775186775504709,0.052962042771426444,0.04193798549971196,-0.028991341519676493,-0.031229030287810617,0.027345863061057858,0.033448412097430026,0.06713118409383713,-0.0272886166401803
Month End Stock Price,0.011854268948279633,0.012374946457182937,0.03969558294180139,-0.029998095664404853,0.02385575672051306,0.006720151859865625,-0.09092453875007096,-0.062172273859972586,0.05970115238765553,0.016940142367042898,0.005734960487311173,0.014254771397804742,0.012374946457182937,0.00904678330376869,0.059212817205009406,0.008110789861173882,0.010880521571431611,0.012926422984831777,0.013707719430439491,0.03379602901117258,0.022921105842857243,0.019765869941526074,0.025091902013168285,0.016973173016698068,0.01084734792777743,0.027641205442535715,0.014125183175058221,-0.010792622089861335,0.05043490490670582,0.006843684247660386,0.01820146732179816,0.10448008057587047,0.01342437316498318,0.013288165449222733,0.004085924915801963,-7.512391922880751e-05,-0.0005722238214014327,0.0172948471311481,0.03579239595490354,0.04564442289804999,0.051100535265566994,0.028852636019444315,0.052656228500439016,0.008344095118441303,0.07340384196423567,0.08216571128849497,0.0019511131568257364,-0.0576089034755254,0.01832002237571353,-0.020085292819671828,0.04182647805693186,0.04162884461152557,0.07124376802472655,0.061645733052988434,-0.03641433648009751,0.029794762174956014,0.03714754986011845,0.12055005529043346,-0.026964607821673873,-0.05709538831805008,0.012627489876943026,0.004907519015623893,0.02539213380850744,-0.03220801624560091
ROE %,-0.058758502982493695,-0.05915450031729106,0.012785865086808828,-0.03249274970405759,0.029715272629537937,0.015634955717289692,-0.0029824045610555407,0.011412747224659379,0.0030632401966688566,-0.05088688867146905,-0.014230225788987107,-0.05758854586057994,-0.05864954859715003,-0.05739280877137292,-0.044766973271290755,-0.010427568434174146,-0.00789601474313563,-0.007280914060367503,-0.011385540425398993,0.0033164197680321424,0.02518484615358171,-0.0030894495540053878,0.03581669566468237,-0.010627494150327592,-0.015557396000785689,0.0011518001778474058,0.006616398837963031,-0.015408563673434687,0.03532378949746359,0.032353512608803786,-0.05365141840571435,0.039167620430407994,-0.009581727651621574,-0.008583715254136384,-0.008679627931438932,-0.00816937245850153,-0.009010878533426653,0.010843949817214376,0.018124500586068494,-0.01091471057479765,-0.011208811996857063,0.025192592814742697,0.018253729360724308,0.0035885286684524116,-0.00685772795164886,-0.012278050067510878,-0.008325968294507057,-0.021181188148358898,-0.040132358777481614,-0.06072782716910326,0.03739141075648853,0.03674464411079999,-0.04702201695845897,-0.04767326165433985,-0.0646951122669029,0.011191403194565033,-0.05314100032070998,-0.011215679155224062,-0.06205884944945459,-0.04997024993902473,-0.009830392174129683,-0.011205217404094164,0.012519096122703846,-0.05930303249732015
ROE % Adjusted to Book Value,0.04103663489293512,0.0360724959394614,0.030537363768473526,0.01785564895613819,0.024483157484400886,0.005244454313084979,-0.09533935030174398,-0.05656230229125518,0.06829191768863889,0.04353252058560737,0.0016730693595800013,0.04245067683268326,0.02943622934953064,0.04918320572799894,0.08514987009618218,0.03606273458935296,0.028495341754085815,0.024257330087556307,0.03240549663409538,0.060949800562745106,0.03541467097309216,0.028725053062821873,0.045678724295665496,0.027127299890103047,0.03795892496899667,0.04740496623330198,0.04593933207453152,0.012089192297656818,0.0484478483641565,0.01488237775707671,0.04650820151164557,0.06640499096609179,0.013405397898213663,0.00559667290754693,-0.018659264040824575,-0.018837463270613117,-0.0200811652615212,0.01630261256158292,0.027930523532070935,0.021661273656385743,0.02807587743091865,0.029896413025457542,0.035400100009037636,-0.0004325112223322698,0.09901495907662722,0.09568173521103787,-0.018020023940347463,-0.09549631838149941,0.05111928746857385,0.06137361843601843,0.042140142399839924,0.04414403374064072,0.059077225147080775,0.06251297305603436,0.00785349385616971,0.02926986759407023,0.048524992989309464,0.12062070194865444,-0.05015092883608439,-0.06275088183711941,0.012210595797553165,-0.010309614938546612,0.00926126133479949,-0.013485846677833951
ROA %,-0.018444631132639007,-0.020215515352627084,0.004967854655285955,-0.04527859382451069,0.006065021870066692,-0.0031349299934793845,-0.13151103185321314,-0.10750969403501273,0.017142336168564035,-0.013509223877630863,-0.007691990006418105,-0.01716892331516526,-0.019513528538814176,-0.018258103821149545,0.012791796388317574,-0.019347932476178383,-0.0076177465043757095,-0.008113733233824208,-0.015522638895908488,-0.003707325543240494,-0.0064869660619587925,-0.005025103040239941,0.017101216199646215,-0.0061126538863459185,-0.01327762674467996,-0.01359129983967755,-0.0005308069633922518,-0.005752433375204974,0.01833848137671043,-0.001866666396254446,-0.01444224437322601,0.029540007628846208,-0.012992476984613102,-0.007496217329585567,-0.02335948130764026,-0.024833327515795426,-0.02077354354891343,0.005974008188702733,-4.4390307665581e-05,0.005219934162622616,0.006529368299266673,-0.012304036268450716,-0.008608403808779053,-0.006219911679347816,0.03173810933012059,0.031352795689998325,-0.019227563681282655,-0.12810056946911438,-0.013872386100885951,-0.04313229804855646,0.0007976936353551551,0.0007058959604205519,0.025080744944405906,0.025143702753738666,0.006568841534714147,0.011614425284746283,-0.014827448501022933,0.08558989563788802,-0.06221837763585847,-0.06708652020856815,-0.014262734660269883,-0.019664473411996657,-0.010162731348116565,-0.06042613092456929
Return-on-Tangible-Equity,-0.05180066213779487,-0.04259520066950213,0.05091594929028833,-0.030213121707156766,0.046379461413563305,0.015482193552332144,0.028207586809343488,0.027344010779621578,0.042620501867314295,-0.04303122490239532,-0.008869439626475698,-0.03244294157760113,-0.043179549016654745,-0.04301396841434326,-0.026443647864747517,0.004577019660601369,0.003830995322306874,0.018928446689131954,0.0005370829397385096,0.054285975068659134,0.033087305313850866,0.008430021640050949,0.10764764644318355,0.061004303356881485,0.0008315945351030432,0.08410339575425008,0.08014135220406982,0.007404787827239809,0.060454650186318175,0.06446980068921057,-0.02491059948102993,0.06038743136804503,0.010534442083919623,0.037142478270823634,0.02500001085312466,0.009871780275518598,0.010011745253073998,0.0864015838604318,0.01565083904505461,0.10090913930244765,0.020510508155319067,0.0743765479750161,0.0759865286983653,0.04073921025610296,-0.04911147296781621,-0.04540988370567274,-0.001433271160623249,-0.004985565375782596,-0.032905436387034276,-0.018756841501241427,0.07008106841688057,0.08119929795310123,-0.03379788441758475,-0.03974303337438014,-0.04224098922495256,0.037022279625189655,0.03622109639031,0.001082357245957977,-0.04254208124981709,-0.04129487218017924,0.00764775967337351,0.01533038839837059,0.03912594099415575,-0.03885224502069509
Return-on-Tangible-Asset,0.03188241368224205,0.014527684887108608,0.01915929113014337,-0.036807781540620976,0.01618435814816596,-0.006631090318770534,-0.11515411602553,-0.0852709820431414,0.05347623540552407,0.02418651931138219,-0.005876125715342634,0.03571778513513771,0.009132349209584627,0.006637674782243887,0.05137208663779896,-0.0011113801563264612,0.019940152260516042,0.06724222490912228,0.008777163927006455,0.08388457227858859,0.012481288899297673,0.005563466485313157,0.09464011811527145,0.07356580671438818,0.00183776238761783,0.0854621528884823,0.07082642496401385,0.056100175980094695,0.10945808648593923,0.02653168998977988,0.02444502445120324,0.0748296660962485,0.014465187329644327,0.07803254044855168,-0.01078500446525476,-0.01156926020710332,0.064473337063832,0.09956759098963686,0.02942418364863743,0.11343779249394621,0.10775182632649064,0.023049552592851914,0.024797917117116795,0.002505497791660165,0.08257866842689397,0.0792289239562256,0.058337390199249495,-0.007266272825005917,0.09302771486023462,0.05946382353255661,0.11712743893874357,0.038499837991555014,0.08737781027910016,0.09019817062144565,0.0167912074103956,0.08840136892685567,0.09971983921197183,0.21338621108607647,-0.054169069132108255,-0.050805942265111974,0.014587947413403326,-0.00020963084091399527,0.01962311172182294,-0.03935067589037994
ROC (Joel Greenblatt) %,-0.02269994133455202,-0.0382424722619369,0.0953041250244708,0.003978307069665824,0.05407754738636281,0.0339317226403973,0.02890194811348083,0.0037524606837132054,0.09519625641417329,-0.014689885663234129,0.007488929607292157,-0.018674715981100806,-0.03581239351228003,-0.017117440944533664,-0.02356726684242151,0.010961632498625667,-0.0018271084070252894,0.0014215852195200293,0.008754321825646498,0.033852672770410916,0.02820350203515363,0.00015006860571041385,0.033379114729257045,-0.0019256251639468225,8.77448654123458e-05,0.033344815696032364,0.027268050522721382,-0.011527544444398631,0.009479130091067562,0.016385611929799166,-0.010827076401841988,-0.0018422476312262197,0.017228349319796228,0.018118970305711055,0.014031749825167993,0.012167659827926884,0.008694217262072338,0.021848385077408734,-0.0015211565867693459,0.06293390289958199,0.05793308954237679,0.10733350439876484,0.07819199601458668,0.02377510392949301,-0.0016278642757935448,-0.010404616488722747,0.011434887916880491,0.038316726455337846,-0.011285588983549573,-0.027018601746671513,0.09720207716853468,0.07400587019805192,0.009500677824547636,0.013054424175245768,-0.021058374097263844,0.06371681012953487,-0.004259808481069222,-0.0009106498848822486,-0.02907950168610538,-0.02820000728389124,0.022489742205359407,-0.001659528563113057,0.02681454543585627,-0.018322536432500793
ROCE %,-0.05629296682489513,-0.05736449386850172,0.0195349395772418,-0.00746379980103005,0.054691615480624414,0.029370041951076526,-0.030797600565594847,-0.026711859732207303,0.032241425928502924,-0.04908311964474694,-0.019555376706357833,-0.054151232483979676,-0.05747497874700667,-0.054542145772652734,-0.07098250959219005,-0.019385409599691535,-0.011545966963154835,-0.015104950131509712,-0.01353277990422664,0.02793642747219796,0.03701586363194556,-0.01538734098924889,0.04523108376868321,-0.016861628845847104,-0.01617895464028739,0.017606943589175233,0.021634646863109692,-0.012569347504466363,0.024406803547818948,0.03787734125764595,-0.04988624878276503,0.0043224031498651705,-0.0033140812892435917,0.0004234663791759263,-0.015537615376683075,-0.014922690902344375,-0.0077494025216583015,0.024967248872087608,0.026619106374494262,0.01876845812249691,0.016752758781728824,0.03808685821326102,0.030839740622072342,0.03304951864294838,-0.05370539924582386,-0.06043838245750092,-0.006942673932363384,0.0017099636145311969,-0.03519900752941635,-0.06301936101897192,0.049761479637966115,0.047385050134938246,-0.04376136694877524,-0.04276434822344166,-0.06621003299124334,0.03285795051044496,-0.051174647709667134,-0.014014466476967375,-0.06584120385569256,-0.03636569607975356,0.010419828314961032,-0.014402138653921492,0.03572144633280977,-0.06663362912454825
ROIC %,-0.026865091136958574,-0.02679754472601135,-0.006134811155648144,-0.035711710093912115,0.028072196369057282,-0.002826299916423745,-0.07798597970449234,-0.11098298256520517,0.010295092382900843,-0.02102336916295647,-0.010557303933754836,-0.024993645522027354,-0.027048885288044583,-0.024477303756226323,0.0115371489681393,-0.012017562776148252,-0.004872207964330938,-0.008394208161634388,-0.006920130414882344,0.0018891714259024785,0.007214679491257041,-0.007946658819096368,0.012884680665738642,-0.011769164198312315,-0.012127796889649258,0.002404700262321764,0.005485663766391976,-0.00806386254944804,0.023597406658909977,0.026313897850004705,-0.019941046898017366,0.02617891061533652,-0.008653691224995281,-0.011022810099502182,-0.009993764580185069,-0.011013088394445572,-0.011188756499290301,0.0061281195854996015,0.024495977959210154,0.0041950088308396,0.0041144135040682515,-0.005290630237324573,0.0006908821369859463,-0.0133552179877157,0.03017214846034293,0.028866341336020358,-0.010796543617310566,-0.008477247684634679,-0.01928320710679171,-0.05749674808148362,0.007789831468289234,0.009215511988608193,0.02921473538048421,0.029435669048175465,-0.057394223670537016,0.00793469541028032,-0.019571909292268905,-0.0017992772547870389,-0.06380724693101188,-0.0593949207429266,-0.011009307200569104,-0.011144894115374403,-0.003884750808486419,-0.05787093127821101
WACC %,0.0019053256968637054,0.002623242936761233,-0.0006501711696660947,0.018747156888137335,-0.007293570449253345,-0.004188470733793619,-0.13030918222725404,-0.10878736020675597,-0.03029128953256571,0.009305403244409025,-0.025244198213564266,0.005170930208122579,0.004612886277016863,0.006957964483747041,-0.0048226932536041996,-0.019339728489545356,-0.02305622694417972,-0.021087791186835635,-0.021033597461690194,0.011044429920228263,0.003681949011876909,-0.00952017577777951,0.028518213645441704,-0.007158863444658033,-0.006403035999166304,0.003394164577989707,-0.008714323341701411,-0.009445058834952037,-0.0050663784246875385,-0.016776926348602866,0.010332151757915846,-0.00158329841852834,-0.003145431745713278,0.011330496450892536,-0.016942298072347883,-0.025672973594823956,-0.01722287766106953,0.010913681452982726,0.018252643585999925,-0.034033858902454694,-0.03742406767841485,0.005806117941440921,-0.010804896876672462,-0.013585197359332571,0.03180317978177016,0.03279645041283052,-0.031811213314786674,-0.1303554483782678,-0.0035971419334224785,0.023209698725217866,0.02535392245807787,0.02584002199892329,0.007783748571795008,0.011556035858907365,-0.01776696551893404,0.013559634994378284,0.010861793508155276,0.10301261953019109,-0.0036479835945363373,-0.05545450747006292,-0.004424576963051395,-0.031199667132098655,-0.003578080925807234,-0.012573185402145968
Effective Interest Rate on Debt %,0.01027953437141091,0.0024393289699496906,0.053673338272595975,0.06188924449514946,0.034610751864482626,0.033719770240565806,-0.05161098455026595,-0.060481226757896474,0.055826637102370125,-0.006440303676263318,0.004877940933852506,0.010664135135576682,0.00335721425802942,0.012498090638222692,0.040725010164486736,-0.0027715428353537255,-0.015795351323324477,0.010490038634918878,-0.005509934520617892,0.0842493208453152,0.11139298574507403,-0.0025240619685152166,0.045557667418573033,-0.016426338293681213,-0.0037066074215326896,0.039744827720206904,0.025916453441638575,0.002592152957254898,0.034627565485050235,0.001335214053375245,0.009589795635990474,0.06024137112792606,0.031077188401350115,0.02591746419660669,0.024491207076121534,0.020146503077346493,0.02070230051076849,0.020286522792993426,0.026499044556699006,-0.029965353304217048,-0.03811818788433751,0.0282647078883145,0.014942401568350857,-0.003241453353946955,0.046244250965936415,0.05837353744477665,0.017516567805490837,-0.06204997862457337,0.006952152392643558,0.044388894627965025,0.04480930319291184,0.04803092550686803,0.16017513659732496,0.15933741540687818,0.1857406013304349,0.10679192648225293,0.1454067090192743,0.12262325941978884,0.004634169204550861,-0.03079338795866384,0.0331021441058541,0.004661919923759259,0.03434405030820327,0.054506665483132134
Gross Margin %,-0.03095377898352079,-0.03844075247702115,0.06962096848637933,0.0023888595477816682,0.06701708688395179,0.040527019988777335,0.010950517583950721,-0.003881505444616845,0.08886513752666944,-0.016273569201677447,0.0012983916106324373,-0.03434815638346653,-0.040151406118161405,-0.02736661886804597,-0.007718199788330524,-0.003379034855671174,-0.012849883502553672,-0.012677061445922044,-0.010213409512056276,0.03720247125978106,0.030464379150700525,0.006640069347023115,0.059034600696377074,1.3521117211786997e-05,0.028060443360043773,0.061188107692472016,0.05677137051290999,0.017717909810733914,0.029405183797728995,-0.022367817573683158,-0.013861026922965826,-0.005417612369255462,0.03246226500584364,0.03145864112722966,0.007869141181726571,0.009666679202855622,0.009305792113307391,0.05006092847076966,0.02314019118830886,0.05453473595499144,0.04203001824582801,0.06263856968472813,0.04003257844843458,0.022078770990631522,0.00848921769422223,0.005233001479558873,0.00817990000783456,0.07709475832693508,-0.012312392542668592,-0.010880893966738178,0.08066399766030255,0.04840015903234785,0.005339613671709909,-0.0064787389719276455,-0.01648794916067738,0.0654151482243044,-0.015468867648206189,0.035399894451350035,-0.04121255281617985,-0.00932311955303246,0.028479612453066138,-0.002839119739539616,-0.01573491703906031,-0.022298759241093643
Operating Margin %,0.014464067443113685,-0.0006259383960567737,0.1152339881396784,0.001962596544368548,0.0690569391588977,0.06954262919378656,0.12181456768920741,0.052489162699153304,0.07932928654617308,-0.030598697036916145,0.039696624032730346,0.014017221668934956,-0.005653535679657758,0.014885959173017462,-0.03023655845895947,-0.005620592606853339,0.00041793909675958297,0.008556516226594396,0.008770131133228956,0.059432448596716224,0.03599559880270354,0.004388240292470947,0.04489652845492296,-0.003778047079146668,0.04542218393684663,0.05371851266852847,0.038327730877191116,0.022309618327482558,0.025647787321939737,-0.009705421720175304,0.030691988267855762,-0.00304963033180907,0.030126400386587232,0.02945654557843525,0.01252742283980831,0.010560427312134243,0.009896537913462605,0.04096612433157847,0.05350236910321684,0.11885353390190817,0.10516973887877193,0.08339128363928262,0.014379449058102504,0.04311712902476797,0.020401200400803426,0.025977064734893134,0.008705163262469048,0.08977567064075088,-0.011045555620219472,0.020734846754527674,0.11237201602886952,0.11013268526768669,-0.010161443975056514,0.007430406761883034,-0.019000206263695137,0.07468557412659174,-0.01562910507863172,0.06470686806799127,-0.014171928801160076,-0.006158860576139595,0.046321025586867216,0.011728251464678829,0.00849367221742069,-0.017820812515022086
Net Margin %,-0.03441373869673975,-0.02470822107016936,0.06293639820475604,-0.011898369323953058,0.0559790480355521,0.03401640160100685,0.02779176255907707,0.0015077234739664146,0.07032352947738289,-0.027375884130185553,-0.007473703272767933,-0.03979750202763917,-0.026357448276644012,-0.022483655714937115,-0.03364880413654826,-0.007891010838348544,-0.011344945963714628,-0.012468374568830725,-0.0159178277007305,0.03260692701969173,0.03638257455725632,-0.0010576727845683278,0.04105746101598014,-0.00784631830533863,0.01593727676409658,0.0403634935399528,0.037998208230121996,0.013412066688892886,0.029295760477619597,-0.0016870248325144268,-0.011480623590569134,-0.0015696058509422246,0.03164091898451111,0.030639256945383626,0.0010367901937484983,0.01404700325690037,0.004509202015269547,0.04874241633371106,0.023354458971994046,0.0505072545669908,0.0395749679159805,0.07357930977598874,0.03949525328304464,0.02910653680044034,0.005822796798508564,0.006077758234831055,0.002583578695043334,0.07605129644285176,-0.013905051904268217,-0.009279537194290515,0.053336375947177155,0.044088993218080054,0.005348613248142733,-0.0029100977931602935,-0.03302916708813235,0.04483033756507895,-0.016987591210975178,0.03576785758459318,-0.04339463167911151,0.0012522968966864594,0.04428212864963936,0.0035483196138310687,-0.010976598069579263,-0.02858077758696256
EBITDA Margin %,-0.028946618815970267,-0.03832474879460531,0.059045236702810595,-0.008632141993578299,0.06133935343860295,0.03952999515858021,0.037054865677337054,0.015299777931833451,0.08271636678270489,-0.021006466424096804,-0.005853677051719228,-0.0320472424438004,-0.03709040771673131,-0.022191205903442757,-0.030975707507846697,-0.0025691238455478266,-0.013209080686340142,-0.00879513816598921,-0.004569136319540315,0.03421502484522385,0.033345658254800445,-0.006894865540441258,0.04272683034957388,-0.008530767264527218,0.034482788117606314,0.04077249521421318,0.038996505092728714,0.021104526542236657,0.027569276068965715,0.015252649412042353,-0.011002444391476997,-0.0036261466523887917,0.040109437053969126,0.03989063126635901,0.0001377714508930209,0.010949029040569921,0.010545116503810903,0.046613442768284385,0.026783348048636,0.05312314454288934,0.041939778192445265,0.0599482628797559,-0.01596617478778113,0.020946741994546998,0.012680269537272946,0.013649783201137832,-0.0026482708086097728,0.08141173056231606,-0.015322689127675832,-0.00941625622314576,0.07950885579398258,0.049190548387255756,-0.00442582589294584,-0.01441397597631696,-0.020863753743257246,0.057330289505743426,-0.01257013723852258,0.03744695872344089,-0.032777856915308365,0.0012421908428694485,0.027150456016311775,0.005010397033951326,-0.010318792930634,-0.0203574248832091
FCF Margin %,0.024442091651404946,0.013631277937337618,0.023798694466884103,0.012915177800297887,0.011279053024593677,0.032427315590311215,0.13589078845891925,0.10213773170957642,-0.007558193896432152,0.023249309204427606,-0.015748577032824958,0.01680361423259292,0.01352993910315296,0.019182275853545882,0.02300378157288481,-0.02492761929609277,-0.023060039299371324,-0.02028983342584134,-0.022022043592999287,0.028523486066162607,0.006121288100945945,-0.00424539052510448,0.012368372998704908,-0.009696350543186315,0.018666481323395313,0.014417496268787033,0.005870050480096225,0.012836141366424235,0.054998983347280914,0.014086648162167826,0.04660550672383343,0.06657430247359732,0.027371203329987943,0.03170121332405269,-0.009781603549598571,-0.0005637145956837279,-0.0005637145956837279,0.019180457028427744,0.06377014300060034,0.13518834660442802,0.12008557746180944,0.002606231468490609,0.0011837019266961717,-0.0168019236718692,0.05103508559358842,0.03445256624050634,-0.00611984552627854,0.19662720761503621,0.04844969585990774,0.0573585362179645,0.02069135269716312,0.009751082280318672,0.02446333830173196,0.02483640042708374,0.02078487756875948,0.018642242784848925,0.030683943967554757,0.026205359060929467,0.021493745613742336,0.06739764708783196,0.04705460792276656,-0.010578778653700462,0.002220244618409935,0.03458376134504635
