,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39
PB Ratio,0.009970633534881838,0.028485713937046957,0.027993047621321196,0.09272025525249869,0.09227281040391087,-0.0378766469012861,0.0006462471916964191,0.01571429469455183,-0.014047047212399896,-0.016997579086932755,0.09148417978759656,0.043565297994728316,0.04318148826137769,0.04266077202131932,0.03812381360088546,0.05650659834376901,0.03463347897798125,0.03643046231082103,0.018311542457617763,0.04405882544312697,0.016407396027029345,0.04391543999301898,0.04616861769265108,0.05295810398003195,0.04466493297349079,0.04545915648008263,0.045108433978050214,0.022151863311018788,0.02302026647430138,0.03195154355455747,0.009776415547308622,0.009776415547308622,0.011092263559179017,0.01121210094886109,0.0331241066294442,0.03795739358973746,0.05418989800703196,-0.021476948212819112,0.03760448424451499,0.0360591561669664
Price-to-Tangible-Book,-0.015223109427734072,0.017216732974051484,0.010454145956783564,0.04918955167348224,0.05129299697801639,-0.05264928516844157,-0.02924476043013751,-0.016873288310253233,-0.052014933681974844,-0.04003278440073589,0.051321585606574016,0.018432850549722046,0.022927546364121504,0.024630720344684623,0.017190190143112925,0.048843082258156964,0.0075205690240648364,0.007039359319661126,-0.012756825281247839,0.001419178007878694,-0.007131824750611423,-0.010549913511950035,-0.012219065783044108,0.019086159230782676,-0.009791237715100513,-0.0025939278559100414,-0.010514289966334285,-0.004109828389378491,0.011054026453608902,0.018847037728702446,-0.030874836032462206,-0.03377046018760267,-0.04100509123733628,-0.029798525308136294,0.005286334474412412,0.0001974605754267323,-0.002718118050024512,-0.06203757759373753,0.008030277813797188,0.00057015826893414
Price-to-Free-Cash-Flow,-0.037242235688153116,-0.011714041729534339,-0.010264677729341557,0.0020653497575814843,0.012768616948888763,-0.025702214484860646,-0.03359777753887189,-0.037242235688153116,-0.014553556202012145,-0.014537650905585342,0.0004612637118760988,-0.02634975315634619,-0.026679380837448658,-0.026679380837448658,-0.025597845394285265,-0.04511933035482556,0.013162151709331767,0.013162151709331767,-0.06053223044331672,0.046296659305676884,0.003145556759598266,0.046296659305676884,0.046296659305676884,-0.03577711638020662,0.04633228285129264,0.04633228285129264,0.04633228285129264,-0.03650620611140727,-0.03650620611140727,-0.012949745305601274,-0.06779411188339349,-0.06723314309191224,-0.06779411188339349,-0.06779411188339349,-0.024254868672987283,-0.023882170979479877,0.047831778058236185,-0.06694691988332074,-0.025761101206111303,-0.025761101206111303
Price-to-Operating-Cash-Flow,-0.03605283552137113,0.015890829218431858,0.023358197859802227,-0.06724270805480999,-0.056338617745123616,-0.0357100252102777,-0.049539236294461705,-0.03605283552137113,-0.03947769936162209,-0.03953325687617024,-0.06715028610128142,-0.008031474445929566,-0.008841468047166927,-0.008841468047166927,-0.008665966848106313,0.012660327494408426,-0.007363037096423608,-0.007363037096423608,-0.04595285950311781,-0.007421817853812925,0.0010272550390628267,-0.007421817853812925,-0.007421817853812925,0.02157716049379698,-0.006103662640588299,-0.006103662640588299,-0.007386194308197172,-0.0153274014842633,-0.0153274014842633,0.0045002800117396515,-0.1053696747106295,-0.10480870591914825,-0.1053696747106295,-0.1053696747106295,-0.007787887948316202,-0.006950292433300918,-0.010313791987700608,-0.09647704452662324,-0.0068578704797723645,-0.008829222659932346
PS Ratio,0.01842667363976304,0.012741014961113545,0.01274917225651893,0.059630952849219696,0.060251186131840564,-0.033234003184706484,-0.0015907614686930215,0.025380860807808048,-0.01104846591647422,-0.012276516173301517,0.061622314085374975,0.02862798543985816,0.02924599800575951,0.02924599800575951,0.023803486933395533,0.02927870235770499,0.02132541818989022,0.019127180698124014,-0.021043292752214254,0.033986428505280886,0.006953845266434873,0.03398782894674246,0.03562082127778188,0.02857839346453545,0.03611793358370097,0.035531545433806114,0.03375900518850887,0.014033059504298449,0.012791629622085653,0.016803317522107918,-0.026475394294233588,-0.02914012497849966,-0.027855317242010978,-0.02858125330616366,0.02021824048861228,0.024793059887577493,0.031574138650007987,-0.08350497939128898,0.018745393113739336,0.019392009321012788
PEG Ratio,0.04546010688447521,0.00417629153947124,0.00622948784480042,-0.0040450374034297736,-0.003286909801963057,-0.03117667557438637,-0.03225386142169887,0.043703920354504315,-0.021914117119706606,-0.02344427727164825,0.0003910795658368955,0.01202550878291202,0.011617197734319913,0.00793947385951756,0.012519957063834696,0.03629745999082882,-0.00014002356849925068,0.003755518007692648,-0.006650082388969313,0.06637523609388818,-0.008799475003525395,0.06738401443656476,0.06548177827479951,0.01373740358333223,0.06479626228313907,0.05939767991763542,0.06656880252843632,0.026039784698431913,0.02072166706623324,0.01406880124640749,-0.0275385244477487,-0.04346091875069859,-0.043403909742414384,-0.026253716711260016,0.016090930846977637,0.016090930846977637,-0.09020773497763415,-0.03545624176035891,0.01529472573071925,0.02098489273327176
EV-to-Revenue,0.015918644002074565,-0.0009042916652342607,0.0023411676195039827,0.009324544943773255,0.008740124435352315,-0.03449209132423531,-0.010008914396483545,0.0100892786601865,-0.03584822739565206,-0.03657395984750918,0.007907881100125911,0.012612877297429272,0.010896064432377468,0.010896064432377468,0.004288914128325608,0.018389287375776886,-0.00436666778465363,-0.005002987069767599,-0.0235568329340336,-0.030696395695256493,-0.022296052538344508,-0.02964508422588838,-0.029095982510194005,-0.002844134591228349,-0.029921424586729785,-0.02886388239335253,-0.03024598595264179,-5.739903047536623e-05,0.0003459898364108244,0.003476660386808517,-0.0692310132164401,-0.06871266795423038,-0.07018585428397518,-0.06994378900069219,0.003126519812312837,0.0020197828835580656,0.0014711704877570148,-0.09017172942284633,0.002295200492033047,0.0032199011339617348
EV-to-EBITDA,-0.01200885457343974,-0.0051446256498661,0.0041215056950722456,-0.0181255042936978,-0.015095035292263526,-0.0042664430137800535,-0.0029252049048869994,-0.015864453684014377,-0.008277737908121799,-0.0033466711247327136,-0.01528365637539246,0.00016722822235868632,0.004182113689273105,0.0037254214558462627,-0.015770912899982777,0.0058818870854392274,0.023107575726680197,0.02678380544483184,-0.017434435626769135,4.546786948442412e-07,0.027441059622145294,0.00010342323288970888,-2.430504210438689e-05,0.01102934740199478,0.0003463852517784625,0.0009909192918456798,0.0005885379373545782,-0.003862723575586246,-0.001937826176162694,0.007855129978128816,-0.04374731585534344,-0.04846877483926952,-0.045770403995700246,-0.04652419045190041,-0.01689131414477108,-0.01791717147892036,0.08015524690186318,-0.0017107970805340525,-0.016872740545790597,-0.017754135004480823
EV-to-EBIT,-0.02145470779709094,-0.012516424360370274,-0.009538773602377844,-0.015419713795380239,-0.014631378881639595,-0.011719597071275262,-0.008770882096002457,-0.02484961365860981,-0.009446168993373395,-0.009644934736388847,-0.01372811441782908,-0.015999512071893596,-0.016020096711831085,-0.016756865200363853,-0.024895761105245072,0.008974536761513684,0.0024984350751274323,0.004548583712006871,0.00852638953588986,-0.006127365788869047,-9.827131146200293e-05,-0.006085529738560185,-0.006085529738560185,0.025989191618387725,-0.0034501817344529165,-0.0034194422983953236,-0.006018873017341145,-0.0006907583663359573,0.0022492727251693856,-0.00925313179736684,-0.026020528465376787,-0.027762224137199115,-0.02500728630468539,-0.025393567791449797,-0.02405966206023821,-0.026317816105987157,0.09442360734390036,-0.0004628548250725263,-0.02383238428458975,-0.02383238428458975
Earnings Yield (Joel Greenblatt) %,-0.03342179043758126,0.01660620128386615,0.022042524890163697,-0.05783282670790431,-0.0534469970838139,-0.027551909983032963,-0.03506358094820212,-0.01862797208710536,-0.02404664068449234,-0.023338927067483063,-0.054271722937773395,0.00810999985664761,0.003038663945789631,0.0030105972316746953,0.00846498282595072,0.030904250921600346,0.0068202742979945365,0.006713018256828046,-0.03309169532420052,0.01911399618847423,0.016212382893697693,0.019864913693661876,0.01911399618847423,0.040559760059491,0.019737319047121487,0.01954381000513632,0.019937286655579846,0.0020234885170573097,0.0026922995048158658,0.022302013948697512,-0.08834887413267888,-0.08794869094439532,-0.0878345382608988,-0.08982598303966022,0.009592659235971837,0.008866723171819158,0.022987302807332056,-0.08764607083228859,0.0075039057733002875,0.00871061410068831
Forward Rate of Return (Yacktman) %,-0.04285542779372866,0.0074750176505732225,0.007953635988254916,0.020029642785935758,0.019866424593779613,-0.0022037414690291544,-0.010843944769694202,-0.03076470634382919,0.004371246760385925,0.0043871520568127265,0.020029642785935758,-0.006014263877453947,-0.00686637067581952,-0.0063438915585564155,-0.005571558316305571,-0.02225630857256471,0.02650284087405476,0.02818219338166508,-0.028968778878613682,0.05715729296000288,0.02440943641677791,0.05789835025448395,0.057709362204937824,-0.009488415342260829,0.057548509179327856,0.0564321893621383,0.05714612782483676,-0.016274188668870298,-0.015868170716844286,0.0048061827419121645,-0.034342841759484564,-0.033838702743661846,-0.03467971335495478,-0.03403517931488757,-0.006724899696486059,-0.005681227843537582,0.05179800261528026,-0.02775993359232539,-0.006793141440670928,-0.006724899696486059
Shiller PE Ratio,-0.005315890101642512,0.020663746636048606,0.024928842273726416,-0.03819486113414683,-0.035714795411678574,-0.034506399095925705,-0.038482524160294185,-0.007028759915653036,-0.025138083233224622,-0.020827508759604284,-0.03990406879093872,0.00755406991929133,0.0065706402991963595,0.00810648737347239,0.007648964897153713,-0.001873583175320763,0.010878448106376304,0.00928135507984415,-0.024654101082505646,-0.0022724287229066277,-0.006010075824372398,-0.0013392695517934516,-0.0013392695517934516,0.019238591427193835,-0.0010629910077190482,-0.002168476717690105,-0.0017075250477862646,-0.0027550785368561236,-0.007141175995756898,0.023690505542638563,-0.052862201084136404,-0.052408507948187674,-0.052408507948187674,-0.06981334263220351,0.007485709085327674,0.008295620095451022,0.0072317095943669404,-0.07553447317141893,0.003590248097563597,0.007485709085327674
Dividend Yield %,-0.03488982827404932,-0.0032487712261831374,-0.012581218928499789,0.02700884793581652,0.026371949884831467,-0.06937279178390215,-0.03727299615209009,-0.02003564738340361,-0.05381288994213455,-0.06991931963497487,0.014760454587546072,-0.010377961846813865,0.006442837077055633,-0.010334891834408928,-0.018373160154208118,0.025851555394333092,-0.009162822761928513,-0.015850781191888794,-0.025487859892010474,-0.03008451651871178,-0.04168335694949654,-0.014662225384873254,-0.014877441418787172,0.003307570866309271,-0.030664081781266124,-0.01611652430027682,-0.014626601839257502,-0.007881630551056801,-0.010313040728192648,-0.012631348323597198,-0.044611725434781896,-0.044611725434781896,-0.04445633822345437,-0.044611725434781896,-0.0017434706395480252,-0.0026332573300289035,-0.002919382645509644,-0.06585404179847264,-0.0022779565280593044,-0.003110050894978465
Market Cap,-0.014548058681146916,-0.015363192838567926,-0.013688088000412081,0.014268585876504853,0.016837627606608473,0.01034223158797639,-0.004062400335348872,-0.014755966339052577,0.012278967784026203,0.010338969830183942,0.01545710965044714,-0.01156844246713257,-0.01329916328574569,-0.011202399677506868,-0.0033741359677246213,0.025070055815386908,0.0018077113927948856,0.0037326771073628927,0.03343365595665286,0.016500471617161377,0.01692558128035796,0.01787815796849609,0.014906502841509413,0.03985306693381312,0.01603040682918353,0.01685033334654511,0.01603040682918353,0.007951299523128534,0.007796774241673809,-0.014024388755154382,0.1459970376201068,0.14402312752331653,0.14402312752331653,0.14402312752331653,-0.005274039366714747,-0.004233062250278827,0.009171095530791805,0.1470230019445059,-0.0049598011829467695,-0.005274039366714747
Enterprise Value,-0.024880216307755998,-0.003521978206384049,-0.003594847432296199,0.00815298410040601,0.004316747660188757,0.012697901207508484,0.0164522011260698,-0.024318444701208954,-0.009099314310387577,-0.029131498908763452,0.009942354249444233,-0.014063383494734653,-0.026113493684280238,-0.02779476739942851,-0.031156250283342426,0.03363406033851325,-0.005674353507341124,-0.006154719427476014,-0.01636531990737822,0.0002193151931472819,0.02162195638077567,0.009112968589952659,0.009112968589952659,0.02410152294104286,0.001159370963526753,0.016589270989475546,-0.00048695839727759034,0.014536674185813156,0.02904539473178587,-0.0006179839958837313,0.13981299506245135,0.13610613294186225,0.1260555314033696,0.1260555314033696,-0.030365488895364365,-0.015747427435578793,0.014613347984877716,0.10383085769657241,-0.00809283668028229,-0.005677842040278075
Month End Stock Price.1,-0.03824941426188038,0.015686050051959905,0.019948924258870238,-0.058739553048239315,-0.05842293494904894,-0.029143046095930127,-0.041782746041189124,-0.021001042832693315,-0.019213169624553914,-0.018745765004405578,-0.05865248081441773,0.012303490836830137,0.01175613072505564,0.011879448260767735,0.012707143528626574,0.018609939167493487,0.00905922524685152,0.01056772940872259,-0.021235654030138194,0.021044832908394488,0.007602121776137255,0.02211797252606326,0.01965051001048105,0.030796426233496637,0.02007241504286121,0.019521482812253202,0.020431711843016905,0.0026000263363175806,0.0021597223094877932,0.019404096634635305,-0.09070012694497873,-0.09636786659138838,-0.09331024587252591,-0.09397820412337106,0.008153502153182498,0.006380337927352991,0.01925568968097063,-0.09312697095797452,0.008599172535227913,0.009202651597251109
Net Cash per Share,0.01777997279152888,0.08878138574360127,0.08878619058576555,-0.03127804616809002,-0.019647812105296314,0.006563818262505832,0.007272532973504149,0.038918753938130185,0.008665771203749366,0.0014098947490305725,-0.03191893742876047,0.0679813284325611,0.06979825596268016,0.07017095365618758,0.03329360801143689,0.06147176129019962,0.04276163929001357,0.04518373490274433,0.025452437249082506,-0.027674072252273953,0.048594055982403864,-0.029086324907935678,-0.028739108278929625,0.08355785875111321,-0.02709414642963386,-0.027237711698573308,-0.02314764157665168,0.054941445439119496,0.05639516115734924,0.06538156780729328,0.013996772626463788,0.014552731656852634,0.013306082846929676,0.013306082846929676,0.024159553593942763,0.030274079630352762,0.11366340496120046,0.025720371656279866,0.04744715340816324,0.04716574156095133
Net Current Asset Value,-0.0033779738735996087,0.05952771255181095,0.04573544207195414,-0.047042690292189576,-0.047042690292189576,-0.004106002208398828,-0.0026899476236743013,0.019142086961881008,-0.0028784624088544586,-0.009863885295548151,-0.04522521510282501,0.03572885158691804,0.032676843648525716,0.03295089975191846,0.0054749774551857205,0.041504790183486656,0.034505069049339046,0.03793602768445395,0.037648061674282536,-0.028429323883365647,0.04426754825283311,-0.020356859936369424,-0.028249355726461967,0.07410895413248728,-0.020657731331374288,-0.021524267102643845,-0.02130905106872992,0.061439735318905744,0.06109083415250865,0.06960194268465567,-0.021821839226273884,-0.02130535635570685,-0.032941688613440635,-0.03057588704764406,0.004990167265263173,0.014939992344555258,0.08966611554443094,0.01930853458597573,0.02576367271750301,0.02591959649935671
Net-Net Working Capital,0.018398763961669284,0.08885715620870772,0.08885715620870772,-0.01568658810065894,-0.01388918055276276,0.009636165147349187,0.01134443208812211,0.0411546596215313,0.010451326290746521,0.01106380382337298,-0.02675417034156919,0.06879432220207769,0.0681691588613916,0.0849799782463267,0.04741308769726753,0.0723678891487457,0.0586408096152729,0.0586408096152729,0.05270745120115296,-0.026212585038172774,0.05819589117968362,-0.01533698581288918,-0.026212585038172774,0.09525034620882837,-0.006162021226412584,-0.020688670685853512,-0.0061054856149738105,0.07911040427246313,0.07911040427246313,0.08824676833985662,-0.012680615183273899,-0.004276588411810691,-0.01798320943187896,-0.01938051422203601,0.03106838380208131,0.04740575566729518,0.11645142372836886,0.035754405145757916,0.04724983188544148,0.04740575566729518
Intrinsic Value: Projected FCF,-0.00659719202908008,0.006195713570125634,-0.0087163454445452,0.0005726287404630482,0.0033485228849908263,-0.0419506434823947,-0.02910335994145906,0.011090981839645173,-0.025557610397478753,-0.04185725310040393,-0.011160919370200847,-0.0053571249270551015,-0.004180520075033548,-0.005206386688022679,0.005799582714391047,0.013667579418351741,0.011290601595903943,0.01324688350818587,-0.04774174993042507,-0.037638623911961926,-0.0121046573734126,-0.03561181869128876,-0.022650125625095986,-0.009589932048634914,-0.03245489139571732,-0.022853359128481417,-0.022170171419332665,-0.00016873412725569136,-0.01836335390667523,0.0017909013080474089,-0.09559754197403371,-0.0810355424013502,-0.08515935915959602,-0.08222512526552644,-0.007395387530341566,0.010869516394362295,0.0069350375761128204,-0.11361615967117164,0.009717806865100747,-0.0053459896111182174
Median PS Value,-0.010768718858021716,0.011768174650063624,0.01247366883251386,-0.02386863567093559,-0.02463011096415001,-0.028777572999676298,-0.032838668218319544,-0.016883976909911468,-0.033918583115363,-0.033859070814091265,-0.02742822696598872,0.009895484322494031,0.009472475319742664,0.009817197203424801,-0.0013062897340149638,0.015054433624518035,0.00977468899470254,0.011750790275878678,-0.023266540844414915,-0.03569203094818655,-0.021632185722064726,-0.035093173022469726,-0.03444205679641532,-0.0034043899707841122,-0.035215682397970786,-0.03641691370275875,-0.0352540260480797,0.0003744611563793994,0.0009999487672386195,0.007652834164410139,-0.06959475521078233,-0.06959475521078233,-0.06895022117071511,-0.07149766968303269,7.952214763922404e-05,-0.0009725521591964345,-0.02741130259510744,-0.10827046211659128,-0.0014392360131782788,-0.0015784013905755824
Peter Lynch Fair Value,-0.015580345155688572,0.007170957291246563,0.008666745486158214,-0.024617099378714428,-0.02157874099762788,-0.04468983470418336,-0.03492213461397068,-0.027657476476591066,-0.03109464351653044,-0.020114369716072087,-0.02455709046457357,-0.004254963538194484,-0.008943778603179211,-0.010450011136303233,0.0008313497511176979,0.02526680762267165,-0.004700138560229012,-0.005781718222742259,-0.024003256861155196,-0.02607045717023344,-0.01907821497233088,-0.02585558644406455,-0.025348128293603427,-0.002387945907797927,-0.023948014089616443,-0.02516515217497861,-0.02516515217497861,-0.0001732435081946359,-0.0001732435081946359,0.006674434884329396,-0.06264600587114232,-0.06350503245863338,-0.06361342934714355,-0.0625691813560841,0.016066139081386138,0.017584156855038013,-0.07769118881539445,-0.06208058093246884,0.015903102606946596,0.016944402018052213
Graham Number,0.018382199294937993,-0.013340796104548256,-0.003924234464108337,0.005497509366709851,0.0016581423832935818,-0.057104556199279996,-0.05506719220391165,0.006610012606895872,0.015237671499244244,-0.039404717874822734,0.02421347843474477,0.0028614772462451305,0.0027704273943708413,-0.002620218990058663,0.002437163566137741,0.008355146541693855,0.004138828251899165,0.0023559092661540226,-0.024161899981743524,-0.004429476213082061,-0.011658762681493729,-0.0040425470966416795,-0.004118616194002103,0.010067022421201248,-0.004347439952235693,-0.004075811036994708,-0.004200745333649074,-0.0068879609070266416,-0.013266629906526788,-0.00399185340584899,-0.09727115681809574,-0.07779764808263602,-0.03343329421930834,-0.0747783069695857,0.012173730784819594,-0.007573874432145248,-0.02598671823805266,-0.13812035345672505,0.00883748615622533,0.013093327213597022
Earnings Power Value (EPV),0.35105440953414807,0.028510133500466574,0.03187799338429338,0.03445227563390251,0.03397120352144118,0.024158051801511173,-0.001407248981964954,-0.03363302469685502,0.026059106308880933,0.00347109776453407,0.030582380023865218,0.014365807841047235,-0.012408237932449814,-0.012780935625957222,-0.013640251243721802,0.010234903643508327,0.04099094398937938,0.029689159879427215,-0.024885885174510493,0.09059724086885353,0.06348198820614807,0.11176026374095847,0.11176026374095847,0.024673767447133503,0.11294543422183471,0.11273048004802318,0.09582495775758733,-0.012929670032614823,-0.008771630867757545,0.03027127495058688,-0.02642660899855727,-0.027858063274409185,-0.03682099624938051,-0.02642660899855727,0.015510702255221154,0.015213121292731209,0.10420266571021067,-0.03173049319221439,0.015034985488733103,0.000845830518109636
Altman Z-Score,0.01769449867602167,-0.0037216008584996033,-0.000465119722379931,0.0019286988646565087,0.0018004261026880251,-0.0525046920639029,-0.03677739801628473,0.010641854497544262,-0.03549351562003165,-0.03065137016107624,-0.00020620158167515058,0.0068751237179964664,0.006559888706491754,0.0061556261229380165,0.00586608180299663,0.011950627337591543,0.008159972827879525,0.008476775503592505,-0.027160697849312184,-0.004029659442072358,-0.005948080083953624,-0.003948702287561822,-0.0034308015163555345,0.013860025584449463,-0.004401710755027143,-0.005251285706567162,-0.003994035896456606,-0.0026160337106772872,-0.0018622472544771338,0.0007135332457913271,-0.07871043309042836,-0.08436310808062601,-0.08565867243999059,-0.08122393132828343,0.0018267872076062758,0.0018267872076062758,0.006979467360666867,-0.12530698045432598,0.0018267872076062758,0.0018267872076062758
Piotroski F-Score,0.04066431827419608,-0.04623736348865377,-0.04435520301274953,-0.02993935758575764,-0.035114984858329854,0.019155955653354727,0.026853945254274387,0.06165281818857032,-0.04349521467462169,-0.03878535635701231,-0.028548448939825444,-0.040602981026885004,-0.04093260870798747,-0.04112908527921319,-0.04114782221849616,-0.03856978842033182,-0.02427405076922992,-0.025876241027937744,-0.043317915662319476,-0.06806432586801814,-0.0237619044988309,-0.06731874758109804,-0.06914239397579724,-0.050908406167019714,-0.06728312403548228,-0.07029149642287495,-0.06728312403548228,-0.04600484509376463,-0.04455646265063832,-0.04532480999748096,0.06683809239201126,0.06710795869499725,0.06927990161553851,0.06774219450141783,-0.0423276983593916,-0.042685292009277044,-0.05334180216497179,0.0627826179058109,-0.046271708921033675,-0.04230006258682515
Beneish M-Score,0.03233541041008851,0.06538602931388965,0.0712693885733064,0.025544349154513136,0.025335130764466467,0.02351954403577015,0.03132298676639332,0.02150523394429388,0.019091286719416792,0.032626920823675715,0.020418271711757162,0.07454179772342312,0.073711786224313,0.07376210910128231,0.04559462603932487,0.038213622607841634,0.08770841498945385,0.08595762485234527,0.03626443303992529,0.04613113312202861,0.0818239739699401,0.047594720766873475,0.04738936069587321,0.06930596276231857,0.04755122810135265,0.04683625891272762,0.04812032795705666,0.046111772967522724,0.04686555942372288,0.06827026872015944,0.07046636193204539,0.06928945488257751,0.07049068618736547,0.06928945488257751,0.04439689203849718,0.045711994390733826,0.18443714607824854,0.06920350990876126,0.04439689203849718,0.04439689203849718
Scaled Net Operating Assets,-0.024468516613191726,0.04360251895169401,0.04360251895169401,-0.0675163128311545,-0.0675163128311545,-0.04580931159163236,-0.04216225935457791,-0.00779672186700275,-0.023096556911555842,-0.03987412124196125,-0.0675163128311545,0.0319812549981457,0.03135609165745961,0.03135609165745961,0.006119884656796812,0.03413838716394347,0.021225559429760267,0.021225559429760267,-0.018325875779601833,-0.06013176117616434,0.006510730915152699,-0.06013176117616434,-0.06013176117616434,0.043706278430630206,-0.06009613763054858,-0.06009613763054858,-0.06009613763054858,0.01160108909995973,0.01160108909995973,0.04360251895169401,-0.016882635308476075,-0.016882635308476075,-0.016882635308476075,-0.016882635308476075,0.005956628844970781,0.005956628844970781,0.04944929627933128,-0.00019958645676203864,0.005956628844970781,0.005956628844970781
Sloan Ratio %,-0.012515922573028294,0.013427119493722384,0.017490104577531952,-0.00394950397089392,-0.003951881671126814,0.005351565426965718,0.013400059928773134,-0.007922702847046057,0.01475760271732441,0.011811132397825889,-0.0006930437429724296,0.0181380956967775,0.017442317997037455,0.01568834125079769,0.005818859063839709,0.0203679528779885,0.05183968707598229,0.053398011565758005,0.012214914216387113,0.06961411146614523,0.0466429505299446,0.07235667902151746,0.07298114414182744,0.00953784525881293,0.06963606490618511,0.07191407201319476,0.07215086329603583,0.02167574492168439,0.02280702495480767,0.021980736130504126,-0.0040811070064247,-0.0040811070064247,-0.0027081546849976874,-0.002451526324373903,0.005009012943628825,0.0006590811873540465,0.12553353147225144,0.034122449050462876,0.0007875930261865738,0.005009012943628825
Current Ratio,-0.01625472616233274,-0.009564710640508784,-0.010278584158948176,0.048266905595134496,0.048266905595134496,-0.07030787964094676,-0.03859739876655066,-0.021613744579670295,-0.05849771982317562,-0.05638784321920422,0.04825915521848438,-0.0014011554399852538,-0.0036842423188861583,-0.0032275500854593163,-0.0020609522671702326,0.0222005781335687,-0.020216869127020774,-0.015098719763499108,-0.010643908948427422,0.002111158375048922,-0.026851907594453606,-5.0441458985338045e-05,0.0005140494226724148,0.007203418072407374,-0.000756332016433612,0.0005693043992155452,-2.7675846802065977e-05,-0.01564493375093649,-0.016166722434344204,-0.010278584158948176,-0.04511678625367783,-0.04578410286226592,-0.04563857493708555,-0.04572709385398171,-0.008294653546059995,-0.007772864862652281,-0.0005387473140911059,-0.06784250054923649,-0.007580780027620601,-0.008294653546059995
Quick Ratio,-0.014730714300155698,-0.014962737895344622,-0.010066617542111165,0.05269397095381646,0.05207861438742909,-0.07356125758142337,-0.04113194384587775,-0.019620411262616738,-0.05549458971388972,-0.05103855797635745,0.05393605784892184,-0.00025613526800289527,-0.00022749666969648728,-0.0003897740639547424,-0.005503649875210619,0.02328805236691603,-0.008937325524579709,-0.003338451584262391,-0.013169623399213303,0.026698061941853812,-0.015544691229934807,0.02654208231784916,0.027916296296803998,0.020653937340200726,0.02813238890427665,0.027971182097830376,0.02761184547585936,-0.012378118853924824,-0.0113954673237966,-0.004252273148372213,-0.029609933179147233,-0.02793311806684701,-0.03597745971960015,-0.02793311806684701,0.0007605121082520077,0.0007605121082520077,0.014874876430700444,-0.06937941846288782,0.000654761412692011,-0.0007753349660240215
Cash Ratio,-0.0195559598699577,-0.012187109280667177,-0.011299284886960633,0.05120819012345791,0.05062625957806856,-0.07192222790413036,-0.06175409521757249,-0.02395175858594551,-0.05491455323818577,-0.05156349540697133,0.049765746729262414,-0.0069943246083437,-0.006531184119748278,-0.007654434289674723,-0.003653035140114941,0.02449889821344662,-0.00660856945004933,-0.0062953263024706115,-0.021310090509078897,0.03297153999240979,-0.017785051359859968,0.03428076763374891,0.032437457368120655,0.01842835681768219,0.035653257356022885,0.03529795655405328,0.034911014710603684,-0.015332504835421153,-0.015332504835421153,-0.014033325604759204,-0.030621225094650276,-0.03046340489771303,-0.030483900919158834,-0.028756969589574754,-0.004776374746736398,-0.004750964696866083,0.016008774461932582,-0.07304756499719596,-0.0036229827486268435,-0.003694925599244722
Interest Coverage,0.02232171704541009,0.12612976455500494,0.12732189961395313,0.08020651475730106,0.08027645551764151,0.08604334667243153,0.0812120862363118,0.032768633001264445,0.1123555841795191,0.1123555841795191,0.04132011272665037,0.1526371688004411,0.19152575793509963,0.17461205231624688,0.18261437375427886,0.14356216477419328,0.10078517062175729,0.09975296565532527,0.1670843570602582,0.07391138271672912,0.09769858839675749,0.07373387091799176,0.07379162091462214,0.14054512433215424,0.07413882413908722,0.07426257546182809,0.07406064927857026,0.041268079592083506,0.041268079592083506,0.12690595229595572,0.10998512226557991,0.10870840051986974,0.10832518511180629,0.11053479172939568,0.14071171474751434,0.13920993465480488,0.10645884002004914,0.07725113869114997,0.11497623804003418,0.13600203994946336
Highest Stock Price,-0.037474807069177093,0.020960688391654707,0.006411717382314833,-0.060017842579266845,-0.05403538196007611,-0.028590987275553863,-0.03673650609194251,-0.03965982954694392,-0.02543656554841108,-0.028921092811145275,-0.06880178580573071,-0.008128312516839544,0.007969352964143889,-0.009856504504438549,-0.0035156403732018197,0.025548345754617348,0.007650301282827019,-0.00013636597365361872,-0.022279140908048122,0.0034272174159494695,0.0005807283907828514,-0.0006215119934550158,0.007305375831996162,0.039159801847842936,0.005652159851708044,0.005652159851708044,0.0064030773568956815,0.00446918993477495,0.0038705669074451275,0.021558031705342193,-0.09883206963889589,-0.09810133383286901,-0.09579510462102588,-0.09834479318759552,0.006993806906136613,0.008407562265582619,0.0005479996201426598,-0.09886666670982244,0.0049333523112487804,0.007571811295291707
