,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Total Non-Current Assets,Net Mineral Property Interests and Exploration Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
Retained Earnings,0.04109261344939184,0.0794553812739897,0.03676893035593806,0.0246146087123387,0.008064507921872372,0.017462789954293022,0.010294161964932956,-0.01068702751409503,0.018048296815005874,-0.022715883367625565,0.09928587166075283,0.04427433507873067,0.03011302425298419,0.009295745188364034,0.11455590369888834,0.028360967822887734,0.02757309540190776,0.024518481644682386,0.028394169448919288,0.03114333446300917,0.019888690762639712,0.02861290227627834,0.027984862506130935,0.032690178245154494,0.029458663358522656,-0.03334848787945284,-0.028803464601524092,-0.02700178805713779,-0.022822668382844892,-0.02997877494703032,0.6381376087941731,0.08316842744346435
Accumulated other comprehensive income (loss),0.04508269449573669,0.03755786822859566,0.015069594737403666,0.02995462570271427,-0.0028620086823342027,0.04671380362055448,0.10747553669762715,0.06172535486468413,0.0057480841207258005,0.050549262372695726,0.08408738975556324,0.03088382705597917,0.037081513198748625,0.007643911251129563,0.08027084701584458,0.015333124451108135,0.013720107351684444,0.004903262199046323,-0.0065893042461436825,0.0198530229795024,0.06164618425481049,0.06336071392141075,0.0092049504360817,-0.032857766215293724,0.009703532982620408,-0.005828881351719653,0.01585941774427239,0.0072933212066181195,0.018003924961921616,0.014626781532791963,0.043721601659626096,0.19204927434898253
Additional Paid-In Capital,0.0066791841935324595,0.03823342652206094,0.0794493489784943,0.004039262721357338,0.05183428520242239,0.027904144628868564,0.0026389193165571962,0.0003457366822695485,0.030737061661833896,0.07034281544038062,0.004111709012463245,0.017172212005225413,0.005534124566256795,0.03613698487818025,0.06261097288270061,0.06780240738534182,0.0834328640651837,0.0810915321949614,0.06536178739078521,0.0656939669743119,0.06769471132814232,0.05893156533775867,0.08660936662763563,0.037830042191553566,0.06352781014894948,-0.005647832104236271,-0.005299128043057247,0.29969947050824114,0.10473073909565467,0.008495197456624413,0.03157067246547325,0.03583242007101835
Treasury Stock,0.07891696928210079,0.04553447864255432,0.04932504327402578,0.004823821533159303,-0.016822236904541103,0.06972674894093914,0.03652288736684209,0.048180116728056464,0.06772110891453467,0.10840813501298502,0.0391720771228199,0.005614073882046117,0.035522786937451624,-0.0013209359404027336,0.003038127881851368,-0.005197588004141146,-2.8016910805755968e-05,0.018879617940510192,-0.018985025439526227,-0.0007598650416336733,0.008240028571708127,-0.022570196814398064,-0.029378503816764295,-0.004637743574226228,0.0665344421123261,0.009530198139849847,0.04400074039821248,0.018190182533409132,0.07625332292536632,0.07662844926996777,-0.02873578633603857,-0.007754350399817551
Other Stockholders Equity,0.008058248974505291,0.055336706614406074,0.10696811028328242,0.10160311206700373,0.04307484956295481,0.0752591165641863,0.02011811572542036,0.0681227529408979,0.04741563272106446,0.020666538293867585,0.06688255135291611,0.07888524215522402,0.08300433094843385,0.04505093990013374,0.08071864814917783,0.05622499887057738,0.05635252433927807,0.05901466770545738,0.05607623768827976,0.0847183369494978,0.0603167584522402,0.05923190694595622,0.051221827750172914,0.05410742413018001,0.059189659165450555,0.09330915045005171,0.3079613724762546,0.004770994061380954,0.06981771748157539,0.06779073321601739,0.02937673087954949,0.04332325735680564
Total Stockholders Equity,0.08554590141785388,0.14970355278739,0.08706723660479573,0.09302850195525228,0.04016595753658635,0.06431255781948132,0.029818684023360985,0.02944107586596628,0.05556367135663941,0.023841649657901216,0.12155208741343368,0.07757620695752238,0.10183830730810639,0.09214431754930294,0.06038095159614737,0.05549135840159785,0.06459566970284553,0.06516035535693934,0.054390340988118444,0.05437209719679004,0.09513762887741611,0.058622306135600044,0.06956323012105436,0.056666793743328704,0.05871518836514251,0.1726979807250218,0.26416722149454397,0.013512710908093879,0.08139704054243144,0.0599925347378279,0.015919788302187914,0.052736334670580504
Minority Interest,0.004273243617061806,0.019832714989650647,0.013781294879393481,-0.02980041191076833,-0.015707959633347014,0.027867766759195965,0.01131844961711746,0.014142671395979339,0.030382359582232652,0.00617415925808077,0.011559047415936403,0.05011516627497122,0.006658373713245817,0.016663911722423944,0.012205833680474803,0.03289682227217398,0.027831395259335177,0.035982543716485245,0.03296880891007676,0.03040130212252841,0.033934434627919334,0.03297689861704073,0.033994402189459476,0.038223962782635776,0.03309554975032255,0.01822334896582303,0.01655731978311333,0.030975163078957188,0.026382902822413002,0.02281531125872764,0.031186116829422787,0.03172342365279999
Total Equity,0.09384356291174017,0.14979307621089757,0.08133946080904877,0.0921651461199417,0.0373950207963142,0.05324221350952418,0.03035626841639164,0.02782689058174129,0.047411856037806795,0.01923267673951518,0.11766663326867396,0.07113779791610556,0.1135275136498871,0.07642142960555112,0.04241426621556013,0.06334308893374525,0.061310602780880546,0.05254642356634694,0.042980874435733535,0.052426437208307565,0.07000770229931753,0.06814709862915604,0.06246810844652431,0.051195318626561584,0.06191376854266763,0.9126534247858158,0.07803333102704385,0.028591468629830915,0.11654430979592767,0.08214039587101828,0.014759755102039496,0.03174583075890296
Equity-to-Asset.1,0.20180095721107094,0.2009836626596465,0.15221534514777266,0.10226418037235416,0.03898114450154269,0.07445755289797572,0.0477820674234369,0.07126551652209796,0.0695701091200014,0.07863447065976137,0.17960751728599753,0.09075302399161993,0.08406452798703244,0.09452883538624123,0.03785303495921538,0.09325402830109025,0.16012542972025062,0.14785860347642837,0.08345268955842482,0.10714096214391666,0.10355949822918271,0.07786160562186388,0.10875438243129952,0.08218305481088019,0.09869612883035025,0.19908047182788322,0.1831755900032686,0.08182720457662664,0.17953549181115505,0.1411833560334088,0.09344466958746674,0.07593452713979756
Net Income From Continuing Operations,-0.03828729221957114,-0.0031276341371340955,0.04298427529474017,0.04906813348613232,0.012367548959722524,0.022563775382121325,-0.004300322523319781,-0.005159288713321859,0.010031992898078197,-0.003961716073488977,0.0284917532374589,0.08878460372233907,0.011065130253600853,0.0027461066073631666,0.035171782855940026,0.014436458204252628,0.04148891837472949,0.03215615448264685,0.036961740714672196,0.03662656929470816,0.008688684544534864,0.01569837117432249,0.03876699710364785,0.021924611788444157,0.012941794813743978,-0.02441970312250242,-0.009287656088691386,-0.0026569786589837685,-0.020235535273177976,-0.018918341966077376,0.08355241977128793,0.03239197003153418
"Depreciation, Depletion and Amortization.1",-0.04403008486004883,-0.004591342629115353,0.053607366170765836,0.047356503628871074,0.003936480939070115,0.04255334907933507,-0.01601925873472588,-0.019577560954624706,0.025897070804956172,0.01938108013323389,0.05331962100018891,0.08092033118269681,-0.008539115732549207,-0.00038802813268982777,0.0524633952567368,0.018749085769403435,0.0703649297829084,0.06158050007681424,0.04516999533015386,0.04516999533015386,0.03798880291397228,0.02014184856914172,0.06175683695823246,0.00017911080503477594,0.0263403840834215,-0.03500658876059924,-0.021463767737962273,-0.030914403862227477,-0.029684390123895187,-0.02699449500055818,0.06758266399960859,0.08981113127767784
  Change In Receivables,-0.041249631360157475,0.026794841194124144,0.10473994335109571,0.11435143204308668,0.06602512520801745,0.10728528586421063,0.10630945333895803,0.07713380793422607,0.1270699437738894,0.06263405872462036,0.020869501125922573,0.04469698365536065,0.03589500328911732,0.02143323441619466,0.12438889048980686,0.050042851067753594,0.046788293615535964,0.043500613617205246,0.03973466933687085,0.041174802873522875,0.0453311941841361,0.05012292741262035,0.04450735643109532,0.046483038496919496,0.12920757696244772,-0.03707836389919031,-0.01402583043453011,0.007687807154290706,-0.026764943947095856,-0.019779231916922733,0.010785022470514272,0.1043165582890971
  Change In Inventory,0.0060114181729022075,0.0375531142761489,0.09154523943801171,0.0837598421664714,0.03361354685689588,0.10853544250325656,0.014811822641115696,0.03210005198089462,0.10335827216425011,0.007904041304206839,0.06823426464828745,0.08095152514869505,0.07273661318624933,0.05093172593967803,0.08754513646296344,0.06258678879174256,0.061853623949157416,0.05751561799857773,0.06322991119004709,0.055836451669337865,0.0577768229450929,0.059218639894375404,0.05794327788036069,0.05757761800622069,0.05772729230156564,0.010560002170670359,0.017679802145204954,0.04475123024571197,0.022341820910990084,0.018991218808489228,0.02400773938092593,0.04679811767182051
  Change In Prepaid Assets,0.09574624202009639,0.07909141134296566,0.08693116594932924,0.020496858818713198,-0.016008497483302117,0.07149763412092645,0.036317191671720365,0.043731127571622244,0.06011463367421328,0.07667003434850278,0.11196816509568049,0.04955760740627549,0.025344205431008092,0.056018976066009245,0.06913930695801093,0.0633706860045495,0.06542650244534633,0.06194233218275709,0.061851061074179134,0.014251755146713683,0.059988615166300975,0.05892425186771929,0.06390687751497597,0.06796254561974177,0.06085290640151345,0.013448328917995082,0.016960874658672558,0.06322314160349798,0.026217231393637887,0.030467566917971006,-0.01679796315701856,0.0797872786813389
  Change In Payables And Accrued Expense,0.0088187233900002,0.010564637339263095,0.10300838169296102,0.09974991709830607,0.040620691841730276,0.10377453862337176,0.10093971594725061,0.11272306576657677,0.07769855993207345,0.08196983674683173,0.03519541088273773,0.06618284956100891,0.07231333910721383,0.05694531722313749,0.26176095923546483,0.06188710427444982,0.01076458837922417,0.016674347344970867,0.061851061074179134,0.06396432333221781,0.060951472308617825,0.06255638854778033,0.018754966305205206,0.02043289202297661,0.08097724964913189,0.0064158102868255565,0.035038704338253096,0.09124096831248488,0.01575631513037027,0.016701252652823184,0.06107290492377111,0.08070866755087543
  Change In Other Working Capital,0.018969046594833238,0.0645417049408004,0.17761156006023318,0.10067380762850821,0.05561606754934086,0.1951757345634108,0.04418239925500885,0.0686199460388505,0.0811040650845369,0.04044959287881497,0.09844591412314574,0.10372704428790935,0.11558864903123645,0.0800603540595296,0.09562526225324254,0.08507984484113015,0.12437127152397096,0.11702764583774126,0.09528894423717478,0.12884664173321775,0.0962941524238274,0.08586718330627467,0.12402898338680401,0.08303667137847608,0.08217311661177319,0.01745503228604601,0.021979413205848577,0.13020865506611032,0.11688533498281155,0.008953320592200806,0.05694044752431047,0.09617851268220953
Change In Working Capital,0.018245432965899352,0.08962658063409797,0.19199515704282097,0.11485491505471308,0.05958475383416656,0.07138235414708835,0.05353379834201822,0.054126079134238524,0.08525263164591788,0.05111699663071337,0.10907087248306507,0.11175835830120584,0.1183196465599405,0.08059796421878156,0.10090385674306657,0.10593184821547698,0.1427855446718422,0.12423739304847954,0.10833677184261384,0.10238769096350896,0.10588496626198449,0.10234342467504524,0.1448276050428976,0.10821801722141182,0.08479378543183196,0.02091045665527911,0.024272849103214693,0.1369680774475297,0.13281027762081124,0.01327442083158503,0.04552682640915635,0.07384659445581597
Deferred Tax,0.012851585128714173,0.05808160204633436,0.05106748791995752,0.06268721031317628,0.033285686665651064,0.05773914936332051,0.07282239975781675,0.029995207366454543,0.05178789548480928,0.01415156634764177,0.08563789058323537,0.04180269491461011,0.0710677882675481,0.0360097460952127,0.0832646096038504,0.05724755330469847,0.06376932279919989,0.06326546854323468,0.06126080056334035,0.059723093449219666,0.056767773187899793,0.058043391290837604,0.05828724951367958,0.06664209049121525,0.06252564086565446,0.013192780483283402,0.010621007080198265,0.020875197203977278,0.022942725137155007,0.009014391373532054,-0.012729273528125003,0.029752874670941187
Stock Based Compensation,0.017474612149134938,-0.005362442672376473,0.0254558342319975,0.03359377559181307,0.004679184609417748,0.01158598250483935,0.049535675059786025,0.0517345853723796,0.008912461099276278,0.04207502839213082,0.0228139176493134,0.04238713905592367,0.028764283323677763,0.0002790106889964039,0.028099712332198712,0.0067173429474821755,0.030733571903179366,0.018108409287529968,0.027674751915514724,0.02568653019691128,0.009276692744580211,0.005158631860502213,0.02998238213445157,0.016586786477177005,0.009212172106493834,0.03589978554515301,0.08605039945167457,0.04238278228001109,0.10339731243478105,0.09886535983436552,-0.017514665727927984,0.03714340513211343
Asset Impairment Charge,0.09704882497046857,0.08419209668251332,0.028946582930310324,0.033967070529727736,0.004679184609417748,0.014286910993490191,0.047625973050911485,0.05313671985089861,0.006176407595737215,0.05002527239358017,0.11879041645589358,0.04247856355481503,0.06962236093721007,0.07095907955246934,0.07870880219386868,0.060272774423796575,0.07177452371621919,0.018160180531373228,0.024193977417917196,0.009965196071975435,0.07453636288495959,0.06478860635636938,0.02029487899242924,0.019098164756238135,0.014545783874315805,0.0065523689902869196,0.028979836162660474,0.0435665851833986,0.029821618928260577,0.02676039659567107,-0.019318172590119295,0.07843076636345168
Cash from Discontinued Operating Activities,-0.0023860880193971707,-0.01581576116803117,0.10153270593605107,0.09482839755969506,0.4054281543636001,0.004897720800304789,0.03972534194051781,0.04074949030671058,0.027828342882610435,0.06364452681301662,0.09683784441564451,0.050546027462832155,0.03630527639755326,0.0021402344388659032,0.09372476051079945,0.018377227880674925,0.014356824118139192,0.016667607642469974,0.01464118369549571,0.007661650268280853,0.0062445869505817556,0.009977355410225692,0.024608159341382357,-0.014860345081076674,0.07019650487641302,0.012023818175182985,0.021036514465886443,0.023245087641239216,0.017509159328541017,0.01446328381228424,0.007497951086009358,-0.0037567832764634507
Cash Flow from Others,-0.011896676687818599,0.009103838398370217,0.12765870274423327,0.15206366634541765,0.478268142468528,0.11136778340656267,-0.00782835851531312,0.02106717817761969,0.06355659256435152,-0.016564693245353323,0.04184342423156672,0.05518435355301363,0.04500790967402803,0.014562479418771238,0.004514332350220154,0.008364417425548283,0.026001975830447534,0.027439901885719,0.02845097537938058,0.05415611913026784,0.020036220591522828,0.008564348363808092,0.027383885591355035,0.031834552901965484,0.012426976383665342,0.002262292453202417,0.005985344150230902,0.017983824486575387,0.010020086572872108,0.008248829697031931,0.003444790964068309,0.019948859071135083
Cash Flow from Operations,-0.0059807404220339425,0.06951888419297565,0.13435604672941268,0.1504281871758961,0.4755967534797893,0.028919812655990716,-0.020333364195322178,-0.008243444785842304,0.08224189057741699,-0.028879697341430633,0.12203164361634328,0.0683664669087145,0.036788789348298434,0.003815427303856857,0.05309448540977738,0.012975834660271128,0.042178903506602104,0.023719827097066208,0.042625151894193664,0.03597478092980478,0.01504747404368553,0.013535114194319072,0.04348216481085887,0.01641239408717623,0.016729216950166107,-0.02855748960672168,-0.010267664340580938,-0.012300540183658663,-0.01251948010101016,-0.011217691859776655,0.01155333647555639,0.009272669568124278
"Purchase Of Property, Plant, Equipment",0.019473957951073373,0.09812331025357769,0.17878156125840805,0.18007957090987783,0.07562153770516461,0.12295101859519891,0.08873656969708621,0.07837932886436288,0.12365514047659927,0.10946322730612613,0.14758810973295095,0.20314537309277994,0.11407874840284053,0.11100846936408054,0.15765495103920696,0.12079728079316979,0.1415406170963113,0.12914102655996426,0.14679645389294507,0.14557100566259906,0.1257173333335999,0.12162490156669117,0.14007960219614368,0.0736457916305234,0.12274967567159353,0.06370950391430698,0.08374380249493099,0.025089760865267673,0.024011043379247123,0.022682918686103854,0.09087893850526287,0.11599807864807662
"Sale Of Property, Plant, Equipment",-0.010873997979635616,0.03103114690270447,0.029634910118564544,0.02864339861857866,-0.022829543841148284,0.04082245298536401,0.006239373829367583,0.003607553379209996,0.03452768033256605,0.03440483829557529,-0.0008230175402020215,0.029947490506826283,-0.015075473693407834,0.02438094196164421,0.005322287630683246,0.05892219264310648,0.061367477506937385,0.07164588678199718,0.0837206325964701,0.08246447062443424,0.05891538590467857,0.05946496941183705,0.05220562790014987,0.04302703309434046,0.059271315282514364,0.018274674816199016,0.04278773123232979,0.010614683203578917,0.011481299288212253,0.008928126377443078,0.029168995823972935,0.037367117273243405
Purchase Of Business,0.058178391179255336,0.06034448254323295,0.03150924166277977,0.03246712320372912,-0.0010458584245435349,0.1159452928635281,0.051660970563806904,0.03418165752138446,0.08830739345905843,0.0439069228093134,0.029984762062379433,0.008372228640073521,0.02656407731189962,0.08584709852646294,0.03307782923770488,0.08280580805321985,0.09727569858162105,0.09047494515037519,0.09512273162421955,0.10973240932061888,0.07763145501861855,0.08231571010052477,0.09384064607896722,0.045864300033271126,0.09182165987450643,0.029642854152110265,0.06649902607443951,0.08303912117293642,0.03921614418899589,0.038947014009890694,-0.006971600370244699,0.10983583031357819
Sale Of Business,0.05292287971771974,0.06557573657393925,0.07509415720987052,0.05392479995225694,0.021693226360968917,0.05759725263362049,0.04629243109529654,0.045378382639127704,0.06046216303904864,0.05263558493663613,0.05471842324399079,0.037817156431922,0.05862683770904896,0.05743367649976236,0.0676210674291129,0.08791731274570219,0.06473412657790442,0.06235840257251893,0.0941748936340857,0.06617700824857954,0.0831610106364454,0.08768437924809519,0.061852942895136744,0.08063969323233093,0.08117062988974182,0.057622376042218794,0.06208015718354402,0.0730134667097245,0.07341842987445821,0.021804928422825276,0.002260973961541712,0.07702662790722076
Purchase Of Investment,0.11113716998655784,0.1371186537486861,0.21488868827709856,0.11622637059947197,0.052014239790531804,0.11518384384272617,0.0530080401573839,0.043429024474950194,0.11422381169297413,0.07551024581299152,0.12992013991176493,0.11880621186532599,0.11889147963770176,0.09584793151638876,0.10409989734089087,0.0812380168881589,0.10547995946337263,0.1300804945978362,0.09924470520596679,0.09870624390413377,0.09242207968846511,0.07674871819326293,0.10269794409188868,0.05856670622530801,0.08168024436501563,0.007116483942975329,0.11888827158849434,0.058738990013023816,0.12635527667793234,0.05228420672138421,0.04392405229048817,0.11726222960910662
Sale Of Investment,0.045219481879124404,0.0742719791681392,0.15801252717462577,0.055714694554650605,0.0141733112883226,0.032795855087374495,0.00022014693484073922,-0.0026121224055806885,0.038579189087157725,-0.011235922836882094,0.124080668578478,0.05068811726893067,0.050122256351308896,0.017649472738587656,0.04605503744622375,0.025101565156746143,0.0059402148693230294,0.022215676327175693,0.036438102921532364,0.04099284736954448,0.01618285924596151,0.016610496528754414,0.019570235163253843,0.005711996755053274,0.027173097917197735,-0.02220633697148186,0.04932118847619075,-0.0023278256187927037,0.05690218077112474,0.013336338334156539,-0.028766924492585878,0.016999808465892146
Net Intangibles Purchase And Sale,0.05544245139056286,0.049703933963207596,0.06227953388415912,0.040109416709075016,-0.008142951147740725,0.10250508090570147,0.04707085342301639,0.11284603880934878,0.06457488706134704,0.06444611729597169,0.08600828706845219,0.05292984274444166,0.029171399939610806,0.001206223756718798,0.06892121550200808,0.010727308529039609,0.039992845861971396,0.023374036397967445,0.017310132446231065,0.008675362762772672,0.004983825909925889,0.010694269830964947,0.0456839073669411,0.006729602330830088,0.020145955360246617,-0.003905373532312773,0.03436292102805402,0.04304830217144065,0.01332451115964009,0.00702473230246357,-0.006875656164303261,0.00865945105127873
Cash From Discontinued Investing Activities,0.05344722626670316,0.03823861020808805,0.06759922980945197,0.09471423291425966,0.4054281543636001,0.018141039008963446,0.0419563394177567,0.027502426036297878,0.06496198589417741,0.09789696672717482,0.08359831287465617,0.033781223506665216,0.03630527639755326,0.0020008547534370036,0.094898331398115,0.006208543750311074,0.009276692744580211,0.009016017189066689,0.014545783874315805,0.004353856952420684,0.003498476508547421,0.03149055877941862,0.00862400078717736,-0.02321439152282868,0.06483630671474289,0.006831539078403871,0.011307034158492895,0.09078547797719043,0.005829281310432793,0.02554961008295749,0.0525750548240174,0.06987405369240426
Cash From Other Investing Activities,0.02813473079126339,0.09680867032663432,0.3598464296806954,0.150127592172355,0.47767911838557703,0.14628769050673143,0.003486856101810837,0.021772835674893607,0.0970281482568656,0.06450938502047085,0.11869499068145183,0.04828383103529819,0.05780276147685016,0.04712363792595627,0.0599739591244054,0.07011772192993718,0.0519275325760366,0.045736846607638784,0.046346674288996914,0.07577028016301766,0.07438258325728174,0.07050536658284942,0.051207016578941285,0.047178681221805276,0.05324914655097552,-0.024482945251127985,-0.009057659769133345,0.05783034694717771,0.032239008878452685,-0.015714647064598606,0.0044765812970286555,0.10884421022605584
Cash Flow from Investing,0.07466417604310356,0.12524553736215432,0.3949433933579135,0.20979509448523048,0.5226871425988994,0.1344263101171582,0.04499973597555214,0.03974285510670134,0.11325018600470003,0.08253673515898825,0.17343684487063812,0.11001419916322916,0.108958388081622,0.06497477627221047,0.07020258500142837,0.07317676020376689,0.07408667344184029,0.06950836697275539,0.07425800043443452,0.08084988208238707,0.07634433401939952,0.07275041119956499,0.07275041119956499,0.07254480236624188,0.07190736766409873,-0.01075708166338541,0.0011063789838055027,0.0855895201483602,0.08691055317603326,0.02849720334148663,0.11029992712148036,0.13324117696522586
Issuance of Stock,0.08527838868583591,0.05091766979121259,0.04461377928677983,0.03973144968921881,0.0030522363900828834,-0.018994197470830632,0.021892719999188397,0.0231507656602351,-0.0020472655153294644,0.04789868047870647,0.03766275720379787,0.002403159811559793,0.035522786937451624,-0.023008022483649956,0.02762149163830471,0.006260832672773609,0.006362114973706211,-0.029426554420825465,0.010738700843248338,0.011067382253320225,0.007043314335517018,0.012817341151007439,-0.01126736648986219,0.003967177550605789,-0.0016929760294758242,0.05843344760876681,0.07261556805536147,0.025526427017710816,0.0816073440325713,0.15650585874434123,-0.014228146454522675,-0.011141632696366335
Repurchase of Stock,0.014955457102175957,-0.016732302814717936,0.03793968253161045,0.03283036783832081,0.0030069993317539826,0.014432565035124549,0.0528001209980699,0.04782738378741756,0.007779132546374419,0.04103901890656043,0.030799838422480737,0.005532179008252454,0.011890164196791026,-0.011865089055286594,0.009268620175239592,-0.008269101070602925,0.021748364424147165,-0.011260764607794134,0.024201730140786682,0.02545981936580156,-0.006749476140232567,-0.010257751740909194,0.02180452156415148,0.004070518035307101,0.018235952186003625,-0.005386566352754419,0.08827397173095351,0.023771926065032915,0.12061758998152765,0.11532619245457178,-0.003575998550090014,0.021504468642159397
Net Issuance of Preferred Stock,0.03113102310262721,0.049766850253141696,0.020516448316553,0.03968475661374338,0.0014246715284187287,0.009155257434369107,0.04899896778926308,0.053968186459885555,-0.0036568217991527208,0.04977509431652523,0.046939872614525764,0.03743772794817674,0.000964769213605604,0.008980919723226965,0.028740887235188594,0.008032837959011585,0.008674193837908873,0.011820719868217394,0.029063491119802505,0.024690512948232105,0.003007757590940449,0.007854037495709927,0.0013141535823608767,-0.018279548406807962,0.0043770210123507125,0.046937725235613605,0.09065867252493207,0.014159267087959268,0.09704492660990717,0.07704301649367425,-0.009259605339039054,0.014829566949525797
  Issuance of Debt,0.0453908176111434,0.10046729376104584,0.014563367475793667,0.038433271261307675,0.005533523724210576,0.026822731480329938,-0.009210367195954108,-0.005881759456391621,0.019228449828015946,0.04493905039782409,0.05024018845446249,0.015575350842613203,0.08900197893480956,0.024517178334833044,0.09009645156039947,0.07843101710895964,0.20566257601700397,0.1140905332860929,0.20967080519379236,0.12551607666297482,0.07342429969280376,0.08097501450596814,0.09207629250419681,0.23057110520996973,0.08663851971755412,-0.032918950053994415,-0.019750450278582382,-0.022558548245217244,-0.023023701332567342,-0.027210243196599097,0.023739921538000426,0.01895809463390034
  Payments of Debt,0.052416074859816864,0.08878921854768067,0.12648388657611226,0.12951875900052803,0.0421031289817267,0.08365277286627665,0.059515343713528825,0.0765108703225786,0.08940971803800167,0.14568765142257822,0.10243902660225258,0.10362774446046724,0.14710497029284256,0.12555894791563338,0.1574007828591246,0.14314317031801463,0.14788896858528072,0.17222922209452052,0.15069503704983808,0.17967073267939718,0.15422118841003374,0.14575675717691086,0.16346792637709054,0.16152785401752062,0.1584802313806048,0.028563804850303506,0.04456101721917541,0.04521215479122324,0.0375065499084593,0.033841752090600474,0.05796666148699818,0.07593555670549859
Net Issuance of Debt,0.08177960150622979,0.10713115927799317,0.06749614703379311,0.06573111523829094,0.02296716148537912,0.05238974968750955,0.03743446316359081,0.04049029369160483,0.04559333176306082,0.10635100632314025,0.15372982910043398,0.07009646086823187,0.0953603460168559,0.09857358920901994,0.11767360432221943,0.1116972787953528,0.12028144873906566,0.12755402918770484,0.3200182460425094,0.13232212246252334,0.1106391091980133,0.11438672603584189,0.11716846967848014,0.23489535189085173,0.06097135285489891,-0.009806395244537604,0.02012435100693174,0.021501855845781317,0.010783835258803467,0.009057337515872088,0.08782892448991697,0.12794798724569284
Cash Flow for Dividends,0.0030323144107253135,0.04853337850775988,0.15407294012919281,0.09712128966279462,0.4446392118666067,0.03969096669412441,0.019120281239898604,0.024301574445172502,0.03936783719507069,0.033639971484787964,0.053517742521778905,0.07471149022234946,0.03165976549548859,0.039362253091049404,0.06088196798403705,0.06176099678984901,0.06709031211766929,0.06195429610058285,0.06600123959078201,0.07113812499594611,0.06643005426070932,0.06314023813355712,0.0685343148033919,0.06940134307195386,0.05523522770575315,-0.0007044044120007152,-0.004360721872065124,0.016631678741314066,0.017456927268479902,-0.0025541148493995565,0.10591297434109379,0.11999033210292362
Other Financing,0.004445732769072966,0.04291386903083949,0.07150762429767024,0.07436873803291255,0.02749941870012809,0.07931474853406338,0.0360971495902637,0.07912041045368977,0.040070660255254985,0.09883023554056229,0.07102980569570706,0.049474495226434094,0.0866289110347692,0.044550259061776246,0.04045782130958405,0.17133134531811295,0.11061178771902798,0.12463420137825795,0.13129103472658002,0.15842718551441828,0.07165867051875308,0.16077201565477617,0.1325552648152137,0.1294195331461658,0.05152093729781578,0.005343671306955193,0.0033739421920502277,0.017680799016169577,0.007563736816809667,0.006683757386247632,0.0163121398109356,0.05836086718528768
Cash Flow from Financing,0.021576269811195294,0.1116747826912688,0.1726497267858553,0.12375819290066857,0.5222895568103433,0.06429413919115363,0.030200126537124086,0.024136779866157983,0.06316774098286548,0.10868042761230064,0.08886378931399484,0.08763400933438886,0.04686073604351655,0.02080763499058197,0.07922220563903021,0.16528340019431342,0.1209823998941683,0.12124585532752855,0.12185116280112972,0.03128854462902926,0.02684479909365417,0.11136361845508252,0.12366292944984039,0.07140333498918106,0.028802249602986094,0.005539119598101008,0.007146533231696927,0.09160876258201757,0.01637022345991383,0.01870077744351486,0.017486229434204026,0.04487411125166995
Beginning Cash Position,-0.03302191549615177,0.0033014490486364205,0.119276806567865,0.12949602343599925,0.4029467668427903,0.004039340053930706,-0.009768001184721825,-0.01384003859646884,0.08618949408583526,0.07000299157248212,0.01894864682416522,0.03515271505065316,0.04085231336526577,0.009033771112613723,0.0843488155405662,0.02070815699991912,0.04029823376558197,0.0448213031083524,0.041890779389371295,0.042352456903858034,0.020141004950828486,0.02066636309998239,0.04004589453209431,0.029796892357047324,0.08505013307781728,-0.03310096214484294,-0.025768605193296552,0.054227988094320896,-0.028857139995181743,-0.024114781429800912,0.021274340598912173,0.016648800375737856
  Effect of Exchange Rate Changes,0.02271170706589392,0.027424982397710428,-0.0014505457439219693,0.008683068233798531,-0.020832033216785645,0.084911466021103,0.001283337786743183,0.0012187834338979547,0.031073162903947498,0.001450421691355262,0.01108337529255387,0.005730092594556485,-0.005819210283076507,0.013420298062607163,0.013527863173481631,0.04432525993012764,0.043627271678129485,0.0508308996445993,0.057228646925004074,0.06370470790778247,0.044149610280104175,0.044231841172208804,0.044554507612004725,0.031416448040573544,0.040190014245720405,0.01591340583352633,0.030383888840434994,0.02430233788893331,0.020878638135301525,0.021311500892767163,0.02760732149425355,0.026975251530537037
