,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Tangible Book per Share,-0.0012919988729190018,-0.006714287694217297,0.0016542710115736367,0.011149989670670449,0.06250105550918508,0.06177763194711709,0.07560289492105075,-0.018651164713185675,-0.003446404988443204,0.007416691474705052,-0.003872573023431464,-0.0019273869002757278,-0.006763006189015456,0.0072277997104027636,0.0030511275980129324,0.018980044135921005,0.039769128983545524,0.047226970813188746,0.05293555205472478,0.03802233125196374,0.01902014264078483,2.8367435749368508e-08,0.008794831881892774,0.0523012982359548,0.06076555560052981,0.06903815740492955,0.03894886425988207,0.07866132725967233,0.03401620505372294,0.01014710752646645,0.03404145004461628,0.007537296383593489,0.006933323817621283,0.026336400131408852,0.039063684490668465,0.03181004532421704,0.04826624063006859,0.05922592750341192,0.06101667553038336,0.05577424270525977,0.0987169882848256,0.05727453632695493,0.03602608018877863,-0.048990242415521926,0.06551456388253632,0.10079052764229303,0.0102545750369606,0.0064381370629202715,0.0803596883238979,0.07781769496554583,0.016624137505710606,0.0041106289828307515,0.013185343450313716,0.05814808067651999,0.05015515667178384,0.019663696926471935,-0.029191153434931238,0.02814535616594853,0.01478869280677952,0.05272009012757722,-0.042266103891271015
Total Debt per Share,0.011433580549777892,0.018654893748685793,0.0066670086095675695,0.024288582778295625,0.07569718937480169,0.05104434340593895,0.08785237343003763,-0.0040542802162355646,0.003074359924333519,0.026439686905450885,-0.002836014840066579,0.010479465601850375,0.007490305991392825,0.030350508898018883,0.016034622615822218,0.05198268219371947,0.029473283837000246,0.024502419370146356,0.04320103625028686,0.044638214023649585,0.10618377225302995,0.010759161299900195,0.02100545990165316,0.019395714925023733,0.039818378694791476,0.020495930027511385,0.044382748032699496,0.03462419749676458,0.06449694263846442,0.014497686434848459,0.034552551160228706,0.011813019453451269,0.01255106709660539,0.106650037740583,0.052587434365149295,0.028835081495860178,0.04660770261488642,0.07189640079867303,0.09180018043172876,0.0704267167114562,0.07558327618871531,0.04694362047471584,0.06010670145203649,-0.016836588754494185,0.07732220354242872,0.10101808045578264,-0.00047624438301999963,-0.0007709241146543573,0.09729871111987269,0.08988901753624026,0.043767859496373,0.061299940720923186,0.0974700427165873,0.02544707282170957,0.0595308823338056,0.033477841726579916,-0.027546961780264737,0.025200582392597284,0.03524091787109594,0.06713118409383713,-0.03427643371867732
Month End Stock Price,-0.007200434998066133,-0.00024376114690502753,-0.0324298554202938,-0.014286321921429639,0.058364118261482224,0.008850464022817854,0.05994359357752275,0.06705761133695314,-0.029649022538792976,-0.011929430115021504,-0.033949206095555795,-0.0005653497207589271,-0.00024376114690502753,0.002262958689378371,-0.007666702627606245,0.01862627736448907,0.002070437914555313,0.005503129368617903,0.01429159788636647,0.013453002667553345,0.012290789916279375,0.005295236608949545,0.004311116571322016,0.02132219627107842,0.03965772212212456,0.02736404790558666,-0.016230108305704632,0.041719365180838464,-0.006848214143829893,-0.012935618875671566,0.014339830683357247,-0.012859564332703698,-0.01265340450168222,0.00724094121652352,0.0021641509063286476,0.00034553046063017087,0.017328313344908627,0.027369947573719466,0.0227950205366231,0.027904026895171238,0.047105560245761395,0.06203702880381068,0.01752914874211002,-0.03228022621416182,-0.06261233681064404,0.04688171958180533,0.013932583050113566,0.01476324219765314,0.04419411084079763,0.03748498810213939,-0.009333688682174142,0.004013846053615982,0.007235030730148283,0.03308771026188966,0.02478711270484405,0.02601698934966933,-0.057615598333118356,0.012750230403070951,0.009885786123671653,0.02539213380850744,-0.045725120560604224
ROE %,-0.030896511281703055,-0.030451046834562467,-0.02672351141108584,-0.004537273872151642,0.05339991031768885,0.01410364947173742,0.016850664499977328,0.009267777960995798,-0.027646743995758317,-0.011886301794077389,-0.027956253387833484,-0.02972655415978931,-0.03009175003440678,-0.009608426317047709,-0.008702116843299851,-0.00696628214751987,0.00741882285211326,0.008741964959538757,0.010365280382282531,0.025518325998489858,-0.004232652102586937,-0.007010441614067466,-0.007580611464117991,0.00829058536911103,0.011847767142021182,0.017476203578432412,0.003042003950340216,0.029722173554680216,0.002483822258483344,-0.0336398075037564,0.004522894267497512,-0.02394674172743981,-0.022886214890709557,-0.0003244206875812586,0.0028597871045038126,0.001880651764704123,0.003628967893495489,0.007763958099753835,0.02015169756168039,0.01795594985560889,0.03669585299023855,0.01434169902930843,0.0028499834920776364,-0.057608034341415884,-0.04366351975381344,0.0422556079912199,-0.01136192267317014,-0.012339628556667545,0.031432204849766075,0.03109689600745257,-0.03119091516196884,-0.02524994469926601,-0.013513670003254655,0.009788963740929064,0.020572835239308845,-0.011817068053315664,-0.04378885399405511,-0.008998331338938802,-0.010506546431820047,0.012519096122703846,-0.061185134305916884
ROE % Adjusted to Book Value,-0.010745697455720512,-0.022594624465268057,-0.021470677558495882,-0.022398207189067352,0.041132187277738506,0.007841994720643588,0.025614631047805047,0.08304851747755856,-0.00682811729504117,-0.018280696049191133,-0.01946026488747605,-0.015281160856761504,-0.02637389591135266,0.0067493426950982665,0.014359220989642714,0.04592990846425206,0.02383071781998019,0.02419003619572789,0.040386231530430104,0.03990500429679266,0.02363581793246148,-0.0005653465819626209,-0.0005653465819626209,0.04924289899985332,0.05859217092963433,0.05694425358677093,0.0036528329141819246,0.06104689595090451,0.006353475430504202,-0.0014788239940237797,0.011682803012857089,-0.01629485588933549,-0.023602967512370343,-0.0008120006924485475,-0.000339981321327363,-0.0033275822732174026,0.013127917845028498,0.002820141616530973,0.020171392506920845,0.025221903740405113,0.07739795787719608,0.02666467345406603,-0.005664346756944714,-0.010150572678675442,-0.09577529025596644,0.07754974483933773,0.009064748420703091,0.010771669036455992,0.043033605618453256,0.04215419422600467,-0.006293582570716047,-0.0034094207961292296,0.000619118609820949,0.036725488435182516,0.0030250347055781734,-0.014826904334178843,-0.0635294015025702,0.011950612591057308,0.005327322038866591,0.00926126133479949,-0.04545995068548746
ROA %,-0.02086488543750439,-0.02168669714014987,-0.03934601104333567,-0.026122384693737188,0.024601254148933955,-0.0055003392170082845,-0.0023590770251418797,0.03126922400816558,-0.04240646718964481,-0.017852310587700423,-0.041243784135895425,-0.01958917762003065,-0.021130365246322308,-0.013516235051900832,-0.03144259145469639,-0.012989210557401088,-0.01073917729354805,-0.011187895018534308,-0.01412056433530679,-0.018627584266196495,-0.02547493464818793,-0.020878666570662112,-0.02104280674465446,0.002901290004513686,-0.0007317175197336955,0.010479189741229631,-0.013905793921279958,0.020692855114114384,-0.014476547708566857,-0.007815588453365734,-0.011759558943281172,-0.0267681098528046,-0.02304838606151131,-0.026877894717562325,-0.02847814025408134,-0.025568194183872336,-4.142653340862522e-05,-0.008283204752311093,-0.017059555447617825,-0.0166225360833109,0.003117325985137084,0.005142378281639911,-0.021097772834133745,-0.058412311621497764,-0.09512319930189664,0.023636165822231287,-0.003354634765820326,-0.005698253123498368,0.019256617358471194,0.019407062621800805,-0.02734449975418592,-0.030361409722609076,-0.0149419148340161,0.009473389041290081,-0.004748632092864914,-0.019525852116685706,-0.0665072357166769,-0.01413244016606579,-0.010120856080908406,-0.010162731348116565,-0.06134839023807578
Return-on-Tangible-Equity,-0.022789687346173496,-0.010642757427409555,-0.01806191042832527,0.009194255750519024,0.07324807377559046,0.018258705428503268,0.02746701407316551,-0.02296619927791494,-0.012765041538525885,-0.00351863487980434,-0.023257897078200314,-0.0019060481575173052,-0.013577200547896014,0.008773501744175669,0.01686520531280697,0.009494608205657222,0.016060271542165362,0.030523899581644424,0.02344559289688753,0.07463620136217602,0.012311787084130318,0.004703847268461642,0.06393857436170895,0.023515416180514,0.09516050621317396,0.09107676240618492,0.03327643613138004,0.058783200852561814,0.033350710310631894,-0.004085171684437324,0.013237848551275615,-0.009189187359915354,0.01577586163329687,0.04173141888748052,0.02300298190245786,0.022576914634755474,0.08136008790608783,0.025407008397068543,0.1353543954377423,0.054664361891995715,0.08871708907960026,0.07101362996682048,0.04919811526173196,-0.04729680800413484,-0.025508407004740195,0.08345882982665415,-0.00685050001628026,0.005838638143787003,0.049801921972636914,0.044086306456049947,-0.011126457513285361,-0.011370783269919402,0.06666302774761486,0.040691018613984165,0.04624365949999312,0.006801882060077461,-0.040505947788704824,0.0006511339393213962,0.01479900669614297,0.03912594099415575,-0.0466115706084172
Return-on-Tangible-Asset,0.00558883655732254,-0.01054221630564171,-0.04399046721808986,-0.019706773265149656,0.057991056251475125,-0.008621893340876562,0.06266217078758039,0.047170696251267095,-0.03476542937098859,0.0021023837760091382,-0.04343591139436643,0.008990254108692558,-0.017565069058344963,-0.004680999441441376,-0.020608753921134287,0.0067802322915200405,0.012256041329517884,0.061140975296645354,0.00974682623890844,0.07383662427576423,-0.005842881138815358,-0.009090234119845435,0.06343533570216929,0.014701502563807547,0.09719789386807112,0.08342104872880403,0.051972405448957634,0.10376426553663518,0.013250868412992781,0.011127098617371163,0.008489909422410999,-0.002656187235251479,0.06619630237578349,-0.004196045080580637,-0.00732091051883783,0.06852792037605149,0.09932811127948442,0.020057302259001934,0.10274115605958006,0.0970551898921245,0.032904526844035095,0.025481989809227733,-0.00044608802616646795,0.02752557604442117,-0.009777190994749562,0.11842849800730038,0.07323374940366142,0.004562634740269378,0.05025844860849891,0.05264242735551192,0.047847636092432165,-0.01311067564059882,0.06744375826972944,0.029630216855110518,0.08858543083500064,-0.005708481725493818,-0.04830060712326436,0.013999016125540255,0.006975487240978567,0.01962311172182294,-0.04049686305614587
ROC (Joel Greenblatt) %,-0.016318986723087063,-0.03143046117799188,-0.005376978997913891,0.009188118944103388,0.02375310165951837,0.037148373619092546,0.05856811344475393,0.007452098449919439,-0.027094439365141464,-0.001519222749109479,-0.013493284015319122,-0.011052860164170852,-0.02706515076374211,0.011172445820366712,0.007769750973676768,0.01473282521743053,0.01976385838984312,0.02259657951903772,0.03468293464462303,0.020225681016107826,0.015900231474939037,-0.0030624161043543894,0.0007130875887712716,0.029094586626897092,0.03571441540439149,0.030304544018303813,0.07108554046273485,0.029975945856159987,0.02612688716735932,-0.014576434594248336,0.018845037850741507,-0.008790313257028469,-0.0073683322560343,0.04754938138383384,0.04485291670263499,0.03274340740013088,0.018796613456628183,0.054571192147309,0.07503546550762086,0.06654778218193116,0.1341234303184685,0.0901479025601786,0.05836207233914301,-0.018489413005860815,0.04068579401938084,0.12821748636437078,0.01432378324769737,-0.004610986716077551,0.052256672471951635,0.053576805595824714,-0.00024004560098961694,0.014935405373751081,0.011295502425760322,0.04500655578654802,0.04076376594987615,-0.0016886403168796921,-0.027373248233815872,-0.00025600758129481083,-0.002550960503821369,0.02681454543585627,-0.014351658057818868
ROCE %,-0.03154033275521392,-0.03137566102730205,-0.020963541980846448,0.009479535240163654,0.04820219924494927,0.03747850556087907,0.0020302134665447077,-0.029477464172196443,-0.023667943074665458,-0.013048547208326931,-0.02624905171581959,-0.02973360538425642,-0.03262992462535133,-0.012912249226102707,-0.015053145304465568,-0.015891976753543258,0.02974714475810898,0.028226293020691982,0.03388946582830461,0.025715867561939425,0.02136869165454425,-0.01787741903733126,-0.012990648530884764,0.02005356928248717,0.02644605159745712,0.030222122676945865,0.04300882098974991,0.040105407347593824,0.02267139237755823,-0.03515626078841485,0.0032281034631862554,-0.024481408954537133,-0.020501057004728148,0.01035731643195693,0.011943274447059215,0.019126855250725265,0.006153421006121503,0.03149395977375516,0.032603045845201725,0.030929714051215574,0.06093475981048247,0.01943427432250878,0.0198413958105994,-0.06051951104297612,0.00030327600288690285,0.05601334859497651,-0.014262925720558602,-0.017226264676226344,0.05388395885148011,0.05474899976889248,-0.015304397288838235,-0.02758292678596029,-0.01814770941840059,0.02275207699746679,0.021185460551253497,-0.014562943051266177,-0.03564604471120293,-0.011549374723456577,-0.015494585343956317,0.03572144633280977,-0.06546805075025483
ROIC %,-0.03291655746708358,-0.032287815638691784,-0.03573019612832357,-0.011274718699232782,0.040342877139765934,-0.010313072477315739,0.019786165031314862,0.004085908209380906,-0.03596849442363179,-0.01152480432562688,-0.036289926057330966,-0.029808009998612,-0.03253915620072501,-0.005089150195045292,-0.019407065291462376,-0.01203488714908249,-0.014853143066920472,-0.0178772334162535,-0.01157896261056448,0.017392994546425983,-0.02100176989294708,-0.011027744945162303,-0.011120776804423867,0.006156888790635405,0.01407169792759056,0.016058892723657937,-0.011995536754641066,0.019248267984354965,-0.011047247492663554,-0.027975716640052467,-0.006660297582424324,-0.028782825625748784,-0.03115194450025568,-0.023334694922768955,-0.0250624478059224,-0.025313448272681224,0.002203120662523709,0.0024396734375095657,-0.007949348681575503,-0.008930523734408287,0.004457221776538633,-0.005202834191948754,-0.028234191319183845,-0.05869363573467274,-0.010147556616725967,0.009096682817051876,-0.010806360358692532,-0.009395594855220301,0.01696855792211093,0.017084056844795616,-0.026355893251014385,-0.024224808094687043,-0.010103450206783545,0.0035990328505359948,0.009768050192209684,-0.011174858700833623,-0.05291604567439001,-0.013461804645116666,-0.008206381572118148,-0.003884750808486419,-0.0583895395273189
WACC %,-0.015933067436480507,-0.015424161059269373,-0.007143068114979173,-0.0031354632889132104,0.0062727301382203525,-0.009763051260460901,-0.09512332054898083,0.012555163799263977,-0.018466769048277796,-0.030973349772993992,-0.015001697728711525,-0.011624600917772331,-0.013172753525903483,-0.018152018767239653,-0.0021129005927261594,-0.0084314503490307,-0.016229533224467067,-0.01426109746712298,-0.0049185367914619344,-0.006087595436474282,-0.020587088929306132,-0.02687686538007933,-0.02291416993116217,0.007553952023067941,0.017068222533621138,-0.0016092589325309228,-0.015371050162144802,0.018921867912392417,-0.04183032470479155,0.03099524218915525,-0.0016529487383028858,-0.022504694081008483,-0.013332324469386588,0.005045624541597266,-0.021654445841830332,9.725086542409253e-05,0.00496891079952386,-0.004664588722627872,0.0028973489947424435,-0.0003077048255062725,0.02034075048793322,-0.010893552876880624,-0.04737992423347725,-0.01564040900144558,-0.1296709035158943,0.014959268400508222,-0.011212757901662259,-0.011659570194938268,0.03292646777113472,0.03459322770960902,-0.025301442589535685,-0.03181399844474394,-0.022874015742710828,0.014359910905062187,-0.00603439092843774,-0.026987453503136465,-0.06933792719970538,-0.004722952696806913,-0.025050486635752794,-0.003578080925807234,-0.060597642197060264
Effective Interest Rate on Debt %,0.010570556390767462,0.00419295637536044,-0.004517368071827198,0.031193149569895197,0.057808674941675284,0.030246176732300775,-0.04613038368258554,0.014824933222920222,-0.015681334700265722,0.02167390761765926,-0.00854879277797879,0.011063291824464985,0.004156302058885034,0.015409665609467745,0.020460545593067522,-0.005707875607928105,-0.010170969726302125,0.014994841802713436,0.007796720202115223,0.07726188638621388,0.0800219016306925,0.010838032771071949,-0.0001268455674147456,-0.0007020271803261412,0.03281891671006775,0.01994856706251946,0.0027238484642629233,0.05883608458710103,-0.01945596361184954,0.07975608665316027,0.02222841703000355,0.013719475509963806,0.010336287168954635,0.022896006556451073,0.021517234771370432,0.022041973044163995,0.03336893593813374,0.01915271157092472,0.05033287405751604,0.04156261105211899,0.04966119643974895,0.011950817374371621,-0.0075872167491339414,0.05483262880733875,-0.06269418121567348,0.06109181023864397,-0.006039676602754959,-0.004853290662409341,0.13365071265951262,0.13283394220377048,0.06192542575365292,0.07350770122680671,0.08240865054372255,0.06167240835179794,0.005915000831600743,0.0059669444336022445,-0.024240829635441857,0.011652525736886552,-0.005242658015875786,0.03434405030820327,0.03757853223669111
Gross Margin %,-0.011107192176436659,-0.02324498249966359,-0.014560361914912768,0.006101508330975555,0.030226205137183357,0.0400296154005694,0.0705903797299931,-0.011918142841389109,-0.012863368005568712,0.009749384695006085,-0.015604121270852079,-0.0187291545030603,-0.024812764306321723,0.004766336363705538,0.01672697533071279,0.006276068930388371,0.02197985166635949,0.02270211133678259,0.026674808431718367,-0.001460544236888365,-0.0033572186045765606,0.0011262472262773791,0.0016174852318831126,0.04259894794426262,0.06175283508905269,0.057889966972470196,0.05596205553556235,0.05286809811448134,-0.039549923425942275,-0.008886059953686428,0.043188456194664215,-0.00537875229723488,-0.007653922274530325,0.034902752782549534,0.03423431905916127,0.027973852815381384,0.04266820421286167,0.03552497267726033,0.04035603966739288,0.028306507759142827,0.08353090969131131,0.05943833945056521,-0.0013710186626855483,-0.024176622711140548,0.0818916730704852,0.1332897254065899,0.006845697586251938,-0.004056628740187647,0.0710691289739889,0.05924708031084435,0.006171154321161518,0.02077280215340647,0.008134662372089364,0.057008282214051964,0.040600173292258054,-0.010125957085555061,-0.009054907514671997,0.0011669791425947531,-0.005977791027013618,-0.01573491703906031,-0.020401113651521346
Operating Margin %,0.032630671319363896,0.01704645417145973,0.02615996180890703,0.009520503868481776,0.015470835700463358,0.08090181763627914,0.15099359046135394,-0.0060521624810443075,-0.018573323610898636,-0.009001201030584511,0.018263605414691783,0.03291972505962011,0.011742812215182334,0.0473576351391843,0.002466202481097566,0.005635031134921652,0.03968445524063909,0.04520281460633269,0.05628113630572785,0.0007237727421260101,0.017870671878972223,-0.007087323085543766,-0.0075290564983454215,0.0508593705664477,0.05435056966338522,0.03829822042078903,0.05861172134332259,0.052477259634730024,-0.009245811798483244,0.03502408693348776,0.04899782217253434,-0.010358457554264771,-0.011028312362416753,0.04210242135032859,0.03989407572959209,0.0379163809741169,0.0375423644693158,0.07532052067331182,0.10613837927703076,0.09245458425389451,0.09943424068934781,0.08352177555069035,0.05345978757300615,-0.017818632481789914,0.0815065886618374,0.1333391807561151,0.025096458037381114,0.02382096489634825,0.05373063426402983,0.07433894165008494,0.014259753610020427,0.01980498920797222,0.008352564744082363,0.06954866221735208,0.06047005181687404,0.007104941572040732,-0.0054728261722814635,0.026821373189293597,0.012333266990022882,0.00849367221742069,-0.016309974958522384
Net Margin %,-0.015393812971620853,-0.005670666499496503,-0.022580160211947534,-0.006596436384719852,0.01502811526578346,0.03567638913445049,0.06586118578014297,-0.021087000690308683,-0.03813642368256695,-0.002425715936729666,-0.024473313271135298,-0.02488662875355961,-0.009126798515773563,0.01175681520440651,-0.003746851166090864,0.0014076099090535484,0.030270992272436934,0.028512368989998593,0.029757177123531316,0.0016030328512844803,0.005357773644866957,-0.01072243739803598,-0.010016582083783884,0.03512605140494616,0.04195371633739316,0.038294584638972,0.05422612632116072,0.051928890403123096,-0.014685088389083502,-0.006267291868352157,0.047160779273613666,-0.0059971600949337706,-0.006320179919750334,0.03137253354632102,0.04091639915369675,0.036917775369168127,0.04220981554139718,0.04106574604179741,0.03688308207927724,0.0255307056044255,0.09456097519889298,0.059242315120396204,0.009862656838206472,-0.026348575465878113,0.08071640514264355,0.13190085330666365,0.0004685573834687807,-0.007811949164158822,0.06890091686060262,0.060980650724854445,-0.011255335168181137,0.007581830403120981,0.004225382389385471,0.050527862313357895,0.0394118624494717,-0.016503974031824846,0.006487916282047125,0.018020242530450165,0.004323912766704853,-0.010976598069579263,-0.023268076793956097
EBITDA Margin %,-0.012448494871640004,-0.02501469603689737,-0.01591935007420318,-0.002870612636165379,0.012942387938106783,0.04284906531370313,0.0713560701813774,-0.015195970741329525,-0.02072729831929794,0.0031098104656544444,-0.024038349838670644,-0.018643604819725493,-0.02390856014114457,0.01081957216874983,-0.0009163747665542231,0.007478118861445057,0.028257966147016617,0.027991882037563837,0.03688653538864653,0.00012770749191700053,0.0022467645833235137,-0.016693572361957294,-0.010982877782296495,0.04368130140400213,0.041779857934788084,0.03888030948582489,0.05411362394604525,0.05208372055621812,0.01926046156387343,-0.007070824200259297,0.048764098088938786,-0.0030684845560407666,-0.003287290343650878,0.03134827560881911,0.03845429352990662,0.03852454472882279,0.039657661704277786,0.04264499140072169,0.04100283077431488,0.02991953725457411,0.07980481633429333,0.03992012079907987,-0.012267076910404046,-0.02748163989812704,0.08340320876540659,0.12966767231977722,0.0073032169927661475,-0.0011372257112807352,0.05808224725367796,0.047117308260921566,-0.0014792059107867571,0.020610414038354542,0.007879224433485184,0.05325540786880104,0.042512735583837044,-0.010936881905908684,0.004847183220376361,0.0038855670921704127,0.005792597607621401,-0.010318792930634,-0.019437590919750503
FCF Margin %,0.023054414083070112,0.00802926874345238,-0.028643837424743336,-0.022927265015693643,0.04207586070437652,0.023519002218328484,0.13316281008784028,-0.023647363952269296,-0.055133185239681595,-0.02636173550390701,-0.0288484740203674,0.013990014843830924,0.007620778905704482,-0.013852614479315132,-0.02209890312876147,-0.008060442165040104,0.0133253615054216,0.01725926118198168,0.01900432496748948,0.037028212801350435,0.02153842850464191,-0.023180318646096015,-0.02410295877240797,0.010474880052622799,0.021939688478742184,0.010504122174998765,0.04419990285887177,0.018390731140576676,-0.034234123671019794,0.02775012808963335,0.047172760139006245,-0.0060895979918147835,-0.0017595879977500288,0.0734449336608604,0.08690050812631733,0.08690050812631733,0.02927883015390766,0.023330451772676446,0.007410444318431193,0.004235495754193494,-0.012207850482381863,0.0007568549655849631,-0.023995590701050624,0.03819176107268142,0.18225866990968734,0.03844292577553172,0.0014458632929699195,-0.011782747486370699,0.012950504560954366,0.013728835805682014,0.02996104978300842,-0.006097549068375698,-0.012417560983579932,0.013741426745871718,0.03445887299077641,-0.02211558333235783,0.06935840819918426,0.0294268366873216,-0.008579012479590718,0.002220244618409935,0.03601851249845766
Debt-to-Equity,-0.004817452016950643,0.002341017501571765,0.015269299576011159,0.07287308824302842,0.11136377313171257,0.05236175458856132,0.08912128268061276,-0.008514839639036955,0.04605621614559671,0.05300846171886715,0.0070794550599525725,-0.004574780250624303,0.003501870049561962,0.02595403469050962,0.008679588631691323,0.046308651605302606,0.08329091365023521,0.08478575291066334,0.08695696599211379,0.09471248977091622,0.05806711657051088,0.015675752045244937,0.021421317889007578,0.03729991659630113,0.02630781528264599,0.044936440039834734,0.09032732199940927,0.08100845918299175,0.10728414785614607,0.012900755464107832,0.03739404336749405,0.011130388869578777,0.0019173604227018604,0.06504411938420691,0.02796867965755661,0.09139498394397744,0.09017687258611898,0.04522164766069719,0.07548585208847484,0.07354803159326251,0.12173928658078355,0.08223534951289997,0.07308275153941787,-0.04878322478192006,0.048744684147510674,0.15494025415049073,0.06475024461054918,0.03398790546152326,0.2574249874571866,0.24682670997314132,0.20520126315251797,0.23691056689357343,0.07826569784484946,0.03651065051849543,0.08969321980341248,0.02388576976080453,-0.03981517946129018,0.02473203682428831,0.03417592748355661,0.030207523000196853,-0.04839091387513003
Equity-to-Asset,0.002972396592928016,0.00465663837398496,0.01940106472692021,0.07715971420318915,0.09976400007367905,0.09207234327978465,0.1139010939978187,0.00036644884584268855,0.061558697097648274,0.05979946043985446,0.003119421589868334,-0.010174566859252963,-0.0003639835972593765,0.0180637102097499,0.06565627079180615,0.07667458949622184,0.08548155936618038,0.12322909478268333,0.12478822841591862,0.09409645360400998,0.027155209574249287,0.06900065517342041,0.1034219516827333,0.10574661094832573,0.07163267253676706,0.14188665501790665,0.13086454635308473,0.1596980228760596,0.10459116358707585,0.06971078193758878,0.08909778447032267,0.006680626629661389,-0.005471074007796969,0.0340579389736221,0.030043797520905045,0.018810264861317642,0.13756712215670186,0.06008917796034883,0.1610404651220651,0.15030516718732168,0.12732715251512516,0.11071769923769004,0.07335486832669279,0.04390535122867489,0.22282540552770003,0.2569301580641857,0.09222170009138202,0.011627406540085294,0.11023774774074362,0.08454329421184016,0.06458300831757934,0.02611543394489778,0.07655100721172148,0.06231333480093041,0.13357391280079398,0.045249759979882065,0.010814019137371358,0.05521689297437974,0.03280419989448378,0.06582837655006185,-0.0331119380446495
Debt-to-Asset,-0.0030484949705136665,0.0012901295880430562,0.009464563734432,0.07228866773460747,0.105917870898455,0.04838220956504978,0.08553924741225896,-0.00876086511436551,0.051329266552780986,0.059371511995441814,0.005411628928523746,-0.008561955374029262,-0.0037628279582810203,0.020414074950309426,0.0673549431380417,0.07954301504566723,0.08362696778267326,0.11826259926619953,0.09820374824710783,0.14822484388742357,0.07146178699281315,0.047334388457300355,0.013695186764269332,0.03974085863652243,0.03905904991281217,0.10451337428571793,0.11355302171648658,0.10592725714126516,0.1030054554063087,-0.009269369255321822,0.042455886502947876,0.010021736646796781,0.024659603654662052,0.0759977072558849,0.036645246198716154,0.09408542543199674,0.10512554710300914,0.057942335297277416,0.08367656492667193,0.056563555651405084,0.109576141278559,0.045142634496255156,0.03550321141138398,0.037819166697698324,0.18410058832411144,0.165682505279489,0.06350161318988544,0.06403022340329677,0.17192787335408777,0.24579184689660977,0.21514248543841516,0.1407054420393278,0.04065570183473863,0.03060470411287898,0.10961434305754782,0.02311532275188938,0.005084332410905346,0.02510542670576424,0.017679172268613257,0.05236225207977207,-0.046591351716299134
Liabilities-to-Assets,0.04008076500078853,0.020165653483002744,0.07516669186927544,0.07302908077408242,0.12289320347744839,0.09728007443749859,0.20780986836722418,0.04069111303141251,0.05513039227560101,0.07363453531249002,0.028668321230302857,0.049686940105185845,0.02038716271387054,0.05489397312229148,0.06618715649679294,0.08066522349390204,0.12333094202604403,0.12363023633761654,0.12294979978367493,0.15540209385423948,0.0801411450288406,0.057534283690870026,0.04542946489082549,0.1177414137298927,0.11890944450455226,0.18725192618017314,0.1281061591454096,0.19449304031482353,0.10071000087691738,0.03670934341067699,0.1015712665800404,0.052684315447998495,0.008867322898019496,0.09155867356157696,0.08354085796623174,0.07745609223543036,0.17270357881915094,0.09176089252732433,0.16789519154923696,0.16808371883242265,0.11628803093669778,0.08628484253648036,0.03394851888364975,0.05819901206482718,0.21234640746716008,0.30291518540547163,0.15477417904360335,0.03356716780976989,0.17852759842345872,0.14708761230724585,0.031612544803415576,0.09863278177559802,0.05195357213807135,0.07878543115479333,0.1381717920108428,0.03960897106295659,-0.020055840752614032,0.08532451277862603,0.025473563633070597,0.08137702604431267,-0.03158049660147069
